date,currency,usd_per_unit
2026-02-08,EUR,1.101232
2026-02-13,EUR,0.985958
2026-02-18,EUR,0.989996
2026-02-24,EUR,1.059891
2026-03-01,EUR,0.971952
2026-03-04,EUR,1.130435
2026-02-11,GBP,1.345956
2026-02-14,GBP,1.191077
2026-02-17,GBP,1.218083
2026-02-20,GBP,1.283421
2026-02-21,GBP,1.272184
2026-02-24,GBP,1.296530
2026-02-28,GBP,1.205594
2026-02-08,JPY,0.007496
2026-02-10,JPY,0.009277
2026-02-13,JPY,0.009019
2026-02-20,JPY,0.007548
2026-02-24,JPY,0.009665
2026-02-27,JPY,0.010297
2026-03-04,JPY,0.006772
2026-02-09,USD,1.000000
2026-02-11,USD,1.000000
2026-02-15,USD,1.000000
2026-02-23,USD,1.000000
2026-02-27,USD,1.000000
2026-03-05,USD,1.000000
