txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T61301_6,2026-02-17T03:37:05Z,A65E,USD,1050,ADJUSTMENT,,POSTED
T11542_1,2026-02-19T14:17:00Z,A68C,USD,4580,CHARGE,,POSTED
T94206_11,2026-03-01T11:26:37Z,A67A,USD,-4180,PAYMENT,,POSTED
T79727_24,2026-03-01T21:00:47Z,A53B,GBP,21500,ADJUSTMENT,,POSTED
T35337_2,2026-02-16T06:09:21Z,A53B,GBP,-4960,REFUND,,VOID
T29653_23,2026-03-01T02:28:02Z,A65E,JPY,-12442,ADJUSTMENT,,VOID
T70381_21,2026-02-10T03:59:17Z,A67A,GBP,20732,CHARGE,,POSTED
T70207_8,2026-02-22T12:25:28Z,A82D,JPY,6911,CHARGE,,POSTED
T35337_2,2026-02-18T06:00:21Z,A53B,GBP,-7000,REFUND,,VOID
T80352_20,2026-02-23T20:08:05Z,A53B,GBP,-11970,PAYMENT,,POSTED
R40552_T16980_10_DUP,2026-02-24T21:32:22Z,A65E,GBP,-3784,REVERSAL,T16980_10,POSTED
R10516_MISSING,2026-02-22T10:00:00Z,A67A,EUR,-1796,REVERSAL,T_MISSING_402,POSTED
T80352_20,2026-02-25T08:16:05Z,A53B,GBP,-14378,PAYMENT,,VOID
T57864_16,2026-02-08T20:44:19Z,A67A,GBP,4870,REFUND,,POSTED
T63924_9,2026-02-07T12:58:34Z,A65E,JPY,-8772,REFUND,,POSTED
T25879_3,2026-02-14T06:08:29Z,A67A,USD,-21530,ADJUSTMENT,,POSTED
T78308_22,2026-02-13T07:03:51Z,A67A,USD,-7620,ADJUSTMENT,,POSTED
R41336_T80190_18,2026-02-24T13:14:29Z,A68C,GBP,4737,REVERSAL,T80190_18,POSTED
R20956_T16980_10,2026-02-23T18:32:22Z,A68C,GBP,-1014,REVERSAL,T16980_10,POSTED
T88066_12,2026-02-22T19:10:09Z,A67A,GBP,18680,REFUND,,POSTED
R36111_T75511_7_DUP,2026-02-12T03:44:52Z,A53B,GBP,1039,REVERSAL,T75511_7,POSTED
T35337_2,2026-02-15T06:39:21Z,A53B,GBP,-853,REFUND,,VOID
T70381_21,2026-02-08T15:54:17Z,A67A,GBP,19720,CHARGE,,POSTED
R37384_T63924_9,2026-02-18T11:07:43Z,A67A,USD,2162,REVERSAL,T63924_9,POSTED
T48101_4,2026-02-27T02:36:21Z,A82D,EUR,-23710,REFUND,,POSTED
R16421_T75511_7,2026-02-10T22:44:52Z,A65E,USD,-4396,REVERSAL,T75511_7,POSTED
T29653_23,2026-03-01T05:23:02Z,A65E,JPY,-12577,ADJUSTMENT,,POSTED
T70207_8,2026-02-22T15:08:28Z,A82D,JPY,4252,CHARGE,,POSTED
T48101_4,2026-02-27T05:01:21Z,A82D,EUR,-27023,REFUND,,POSTED
T62507_13,2026-02-22T12:14:22Z,A67A,JPY,-15421,PAYMENT,,POSTED
R18752_T63924_9_DUP,2026-02-19T19:07:43Z,A53B,GBP,-3876,REVERSAL,T63924_9,POSTED
R76447_T60774_17,2026-03-01T23:57:42Z,A67A,USD,-2266,REVERSAL,T60774_17,POSTED
T25871_5,2026-02-16T19:38:34Z,A82D,EUR,12338,CHARGE,,VOID
T66574_0,2026-02-16T21:41:20Z,A53B,GBP,-1440,CHARGE,,POSTED
T60774_17,2026-02-23T01:05:43Z,A65E,JPY,-14242,REFUND,,POSTED
T16980_10,2026-02-08T07:31:54Z,A65E,GBP,17290,CHARGE,,POSTED
T89978_15,2026-02-21T08:40:01Z,A65E,EUR,-780,PAYMENT,,POSTED
R62509_T79727_24_DUP,2026-02-14T23:55:48Z,A65E,EUR,4999,REVERSAL,T79727_24,POSTED
T75511_7,2026-02-14T03:55:37Z,A82D,GBP,-9780,ADJUSTMENT,,VOID
T80190_18,2026-02-14T09:58:11Z,A67A,USD,4730,PAYMENT,,POSTED
T25871_5,2026-02-18T19:11:34Z,A82D,EUR,14790,CHARGE,,POSTED
T50203_14,2026-02-14T06:09:16Z,A82D,USD,10180,CHARGE,,POSTED
T97866_25,2026-02-18T19:13:25Z,A65E,EUR,5300,PAYMENT,,POSTED
R55929_T79727_24,2026-02-14T06:55:48Z,A82D,EUR,2428,REVERSAL,T79727_24,POSTED
R55311_T88066_12,2026-02-24T10:50:54Z,A82D,EUR,1737,REVERSAL,T88066_12,POSTED
T30750_19,2026-02-05T06:31:11Z,A68C,GBP,-23450,REFUND,,POSTED
