txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T44819_33,2026-02-09T01:07:14Z,A73D,JPY,-20945,CHARGE,,POSTED
T30406_14,2026-02-10T11:50:29Z,A70G,JPY,21458,CHARGE,,VOID
R73280_MISSING,2026-02-27T04:00:00Z,A23H,USD,1381,REVERSAL,T_MISSING_819,POSTED
T44819_33,2026-02-10T10:09:14Z,A73D,JPY,-23842,CHARGE,,POSTED
T18462_35,2026-02-15T06:38:42Z,A94B,USD,10950,ADJUSTMENT,,POSTED
T77317_23,2026-02-28T09:32:41Z,A73D,USD,-15700,PAYMENT,,POSTED
T44819_33,2026-02-10T12:33:14Z,A73D,JPY,-27301,CHARGE,,POSTED
T50278_13,2026-02-22T14:46:58Z,A78I,GBP,-12300,PAYMENT,,POSTED
R95661_T93146_25,2026-02-28T11:23:46Z,A23C,EUR,-590,REVERSAL,T93146_25,POSTED
T76148_31,2026-03-02T18:04:25Z,A90F,USD,-2600,PAYMENT,,POSTED
T48330_24,2026-02-24T18:32:11Z,A23H,JPY,369,ADJUSTMENT,,POSTED
T28360_27,2026-02-13T17:51:48Z,A90F,JPY,-11522,REFUND,,POSTED
T53928_3,2026-02-13T03:18:47Z,A73D,GBP,-20310,PAYMENT,,POSTED
T47701_34,2026-02-15T09:20:03Z,A91E,USD,17560,ADJUSTMENT,,POSTED
T85845_4,2026-02-20T02:47:46Z,A23H,USD,22210,CHARGE,,POSTED
R79910_T85845_4,2026-02-24T23:04:07Z,A90F,EUR,-1603,REVERSAL,T85845_4,POSTED
T30406_14,2026-02-10T09:14:29Z,A70G,JPY,24550,CHARGE,,VOID
T55369_30,2026-02-06T19:07:20Z,A70G,JPY,-5164,REFUND,,VOID
R19734_T88225_17,2026-02-17T03:48:51Z,A70G,EUR,2414,REVERSAL,T88225_17,POSTED
T57585_10,2026-02-20T17:37:14Z,A23H,USD,5405,PAYMENT,,POSTED
T88225_17,2026-02-06T11:02:30Z,A73D,USD,10840,PAYMENT,,POSTED
T64895_6,2026-02-18T03:16:39Z,A94B,EUR,-13950,ADJUSTMENT,,POSTED
T50862_5,2026-02-07T11:41:50Z,A90F,EUR,-15811,REFUND,,POSTED
T83469_9,2026-02-14T07:32:35Z,A90F,USD,-12240,PAYMENT,,POSTED
T50862_5,2026-02-07T11:45:50Z,A90F,EUR,-20396,REFUND,,POSTED
T19062_8,2026-02-14T18:33:46Z,A78I,USD,-14680,CHARGE,,POSTED
T93146_25,2026-02-24T17:08:58Z,A90F,EUR,-6820,CHARGE,,POSTED
T24959_20,2026-02-20T18:10:23Z,A23H,GBP,14450,REFUND,,VOID
T60907_16,2026-02-13T19:13:31Z,A78I,JPY,-15578,PAYMENT,,VOID
T87841_29,2026-03-02T06:27:04Z,A73D,USD,7340,ADJUSTMENT,,POSTED
T54228_11,2026-02-06T19:25:10Z,A94B,USD,21480,ADJUSTMENT,,POSTED
T55369_30,2026-02-06T21:10:20Z,A70G,JPY,-3909,REFUND,,VOID
T35986_12,2026-02-26T02:37:58Z,A91E,USD,-4630,PAYMENT,,POSTED
R70059_MISSING,2026-02-06T21:00:00Z,A73D,GBP,1191,REVERSAL,T_MISSING_741,POSTED
T44819_33,2026-02-08T12:37:14Z,A73D,JPY,-24739,CHARGE,,POSTED
T16691_7,2026-02-14T23:11:46Z,A70G,GBP,11470,CHARGE,,POSTED
T57585_10,2026-02-20T15:18:14Z,A23H,USD,8170,PAYMENT,,POSTED
T18037_0,2026-02-09T20:13:49Z,A94B,USD,-15950,CHARGE,,POSTED
T60907_16,2026-02-13T21:55:31Z,A78I,JPY,-12550,PAYMENT,,POSTED
T30406_14,2026-02-12T00:16:29Z,A70G,JPY,26096,CHARGE,,POSTED
T50862_5,2026-02-07T09:29:50Z,A90F,EUR,-17010,REFUND,,POSTED
T51479_32,2026-02-20T09:05:12Z,A78I,USD,-14340,REFUND,,POSTED
R66823_MISSING,2026-02-27T20:00:00Z,A92A,EUR,-1987,REVERSAL,T_MISSING_862,POSTED
T86221_18,2026-02-18T07:00:23Z,A70G,USD,-15080,ADJUSTMENT,,POSTED
T69646_26,2026-02-28T11:41:51Z,A91E,EUR,2130,CHARGE,,POSTED
R47607_T57635_28,2026-02-14T20:00:39Z,A94B,EUR,-2131,REVERSAL,T57635_28,POSTED
R64082_T93146_25_DUP,2026-03-02T00:23:46Z,A90F,JPY,2304,REVERSAL,T93146_25,POSTED
R23904_T16691_7,2026-02-09T05:42:10Z,A94B,USD,-418,REVERSAL,T16691_7,POSTED
R97019_T64895_6_DUP,2026-02-26T11:35:55Z,A73D,USD,-2310,REVERSAL,T64895_6,POSTED
T12757_1,2026-02-13T21:48:01Z,A70G,JPY,11121,CHARGE,,POSTED
T69863_22,2026-02-25T02:10:26Z,A91E,EUR,1110,ADJUSTMENT,,POSTED
T17293_2,2026-02-24T01:02:10Z,A73D,USD,8990,CHARGE,,VOID
R76238_T50862_5,2026-03-02T15:50:53Z,A91E,GBP,-2051,REVERSAL,T50862_5,POSTED
R62966_T64895_6,2026-02-25T21:35:55Z,A94B,GBP,-613,REVERSAL,T64895_6,POSTED
T76909_15,2026-02-13T03:21:53Z,A70G,USD,18380,CHARGE,,POSTED
T75691_19,2026-02-13T02:39:56Z,A78I,USD,2220,ADJUSTMENT,,POSTED
T57635_28,2026-02-10T00:55:59Z,A23C,GBP,-9100,REFUND,,VOID
T16292_21,2026-03-01T19:55:25Z,A90F,JPY,-4522,PAYMENT,,VOID
