date,currency,usd_per_unit
2026-02-12,EUR,1.142897
2026-02-13,EUR,1.004163
2026-02-14,EUR,0.970244
2026-02-24,EUR,0.976011
2026-02-26,EUR,1.138030
2026-02-27,EUR,1.056854
2026-02-06,GBP,1.255267
2026-02-09,GBP,1.364197
2026-02-10,GBP,1.283328
2026-02-12,GBP,1.180947
2026-02-14,GBP,1.246133
2026-02-16,GBP,1.388851
2026-02-26,GBP,1.162705
2026-02-15,JPY,0.006590
2026-02-16,JPY,0.006523
2026-02-19,JPY,0.007495
2026-02-20,JPY,0.008114
2026-02-21,JPY,0.006427
2026-02-22,JPY,0.006686
2026-02-26,JPY,0.008136
2026-03-02,JPY,0.009491
2026-03-03,JPY,0.010121
2026-02-09,USD,1.000000
2026-02-12,USD,1.000000
2026-02-15,USD,1.000000
2026-02-19,USD,1.000000
2026-02-21,USD,1.000000
2026-02-23,USD,1.000000
2026-02-27,USD,1.000000
2026-03-02,USD,1.000000
