txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T81243_0,2026-01-31T06:53:25Z,A16D,USD,-20280,PAYMENT,,POSTED
T59239_5,2026-01-18T14:54:25Z,A16D,EUR,-18450,ADJUSTMENT,,POSTED
R44539_T88754_25,2026-01-18T21:28:05Z,A91B,EUR,4397,REVERSAL,T88754_25,POSTED
T71841_14,2026-01-21T18:56:22Z,A16D,GBP,-1970,CHARGE,,VOID
T86523_2,2026-02-03T13:51:53Z,A99C,JPY,2675,PAYMENT,,VOID
T37191_7,2026-01-28T21:34:35Z,A31G,GBP,-10050,CHARGE,,POSTED
R28855_T69074_33_DUP,2026-02-08T04:52:33Z,A23F,USD,-1237,REVERSAL,T69074_33,POSTED
T60984_30,2026-02-10T23:55:09Z,A40E,JPY,-13277,REFUND,,POSTED
T40261_35,2026-01-17T07:50:58Z,A23F,EUR,5030,PAYMENT,,POSTED
T45832_11,2026-01-27T06:58:10Z,A23F,JPY,-16375,ADJUSTMENT,,POSTED
T91449_37,2026-01-18T23:51:08Z,A23F,EUR,-20940,ADJUSTMENT,,VOID
R12434_T95263_38,2026-01-17T22:03:38Z,A23F,GBP,-652,REVERSAL,T95263_38,POSTED
T82989_31,2026-01-20T19:38:49Z,A99C,JPY,14765,PAYMENT,,POSTED
R76770_MISSING,2026-02-01T18:00:00Z,A91B,USD,-4913,REVERSAL,T_MISSING_900,POSTED
T59302_15,2026-01-30T03:57:32Z,A31G,USD,-12130,CHARGE,,POSTED
T59302_15,2026-01-30T06:23:32Z,A31G,USD,-8862,CHARGE,,VOID
T43819_24,2026-02-04T08:17:35Z,A58A,EUR,17590,PAYMENT,,POSTED
T31033_12,2026-02-07T01:58:06Z,A58A,EUR,3300,PAYMENT,,POSTED
T88754_25,2026-01-20T12:37:37Z,A58A,GBP,-5230,REFUND,,POSTED
T97841_32,2026-02-04T21:02:06Z,A91B,EUR,-16750,CHARGE,,VOID
T67724_20,2026-02-04T13:44:42Z,A58A,USD,7880,ADJUSTMENT,,POSTED
T49849_21,2026-01-28T12:00:56Z,A31G,JPY,-15796,ADJUSTMENT,,POSTED
R12051_T95263_38_DUP,2026-01-18T05:03:38Z,A58A,EUR,1329,REVERSAL,T95263_38,POSTED
T50117_36,2026-01-21T15:42:10Z,A58A,EUR,-17440,PAYMENT,,POSTED
T75325_10,2026-01-19T21:49:38Z,A23F,EUR,-410,REFUND,,VOID
T64270_29,2026-01-20T13:01:29Z,A16D,JPY,812,CHARGE,,POSTED
T52527_39,2026-01-26T23:14:20Z,A40E,EUR,22760,PAYMENT,,POSTED
T95263_38,2026-01-25T06:21:07Z,A16D,GBP,-17580,PAYMENT,,POSTED
T18552_8,2026-01-28T03:30:57Z,A23F,GBP,-2360,ADJUSTMENT,,POSTED
R65493_T40520_17_DUP,2026-01-21T01:36:47Z,A99C,JPY,502,REVERSAL,T40520_17,POSTED
T16849_3,2026-01-30T00:40:39Z,A23F,JPY,-11966,PAYMENT,,POSTED
T16849_3,2026-02-01T00:37:39Z,A23F,JPY,-13479,PAYMENT,,POSTED
T72145_18,2026-01-28T01:10:41Z,A99C,JPY,14348,REFUND,,VOID
T97357_4,2026-02-01T05:57:45Z,A23F,EUR,-4630,CHARGE,,POSTED
T48569_16,2026-01-18T22:43:53Z,A58A,EUR,12670,PAYMENT,,POSTED
T45832_11,2026-01-28T19:21:10Z,A23F,JPY,-15754,ADJUSTMENT,,POSTED
T31654_13,2026-02-04T18:24:04Z,A31G,GBP,17580,PAYMENT,,POSTED
T12211_34,2026-01-19T20:15:52Z,A31G,EUR,-2250,CHARGE,,POSTED
R38731_T69074_33,2026-02-07T05:52:33Z,A40E,USD,4209,REVERSAL,T69074_33,POSTED
T60141_23,2026-01-17T20:21:58Z,A16D,GBP,-8750,ADJUSTMENT,,POSTED
T50786_19,2026-01-19T23:37:58Z,A91B,JPY,11299,ADJUSTMENT,,POSTED
T60984_30,2026-02-11T02:21:09Z,A40E,JPY,-16113,REFUND,,POSTED
T69074_33,2026-02-09T08:40:19Z,A58A,USD,-11770,ADJUSTMENT,,POSTED
T30080_26,2026-02-05T23:08:35Z,A31G,EUR,-23610,PAYMENT,,POSTED
T43819_24,2026-02-02T08:44:35Z,A58A,EUR,18511,PAYMENT,,POSTED
R96998_MISSING,2026-02-05T12:00:00Z,A40E,JPY,-1185,REVERSAL,T_MISSING_706,POSTED
R70183_T53832_22,2026-02-03T07:19:50Z,A58A,USD,-2730,REVERSAL,T53832_22,POSTED
T99858_28,2026-02-09T20:53:22Z,A40E,EUR,9250,ADJUSTMENT,,POSTED
T53832_22,2026-02-10T09:59:44Z,A23F,GBP,-18920,ADJUSTMENT,,POSTED
T55735_27,2026-01-28T01:17:11Z,A31G,USD,12480,CHARGE,,POSTED
T81096_1,2026-01-17T00:29:46Z,A31G,EUR,-11480,ADJUSTMENT,,POSTED
T72990_9,2026-01-30T23:31:12Z,A99C,EUR,-21620,ADJUSTMENT,,POSTED
R67541_T40520_17,2026-01-19T14:36:47Z,A23F,USD,-378,REVERSAL,T40520_17,POSTED
T95638_6,2026-01-18T06:03:30Z,A16D,GBP,-10330,PAYMENT,,POSTED
T40520_17,2026-02-10T12:15:20Z,A31G,EUR,20430,ADJUSTMENT,,VOID
T72145_18,2026-01-26T12:52:41Z,A99C,JPY,11468,REFUND,,VOID
R29562_T75325_10,2026-02-02T01:56:19Z,A58A,GBP,879,REVERSAL,T75325_10,POSTED
