txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T54532_23,2026-03-08T04:10:00Z,A54B,EUR,4040,ADJUSTMENT,,POSTED
R58979_T36611_2_DUP,2026-02-27T14:23:38Z,A37F,JPY,1801,REVERSAL,T36611_2,POSTED
T93936_5,2026-03-19T17:51:48Z,A11C,JPY,11048,CHARGE,,POSTED
R60334_T98343_22,2026-03-18T08:52:42Z,A81G,USD,-568,REVERSAL,T98343_22,POSTED
R84082_T36611_2,2026-02-27T10:23:38Z,A65H,EUR,-863,REVERSAL,T36611_2,POSTED
T60508_8,2026-03-17T17:14:55Z,A47E,JPY,-6012,ADJUSTMENT,,POSTED
T96630_27,2026-03-09T02:21:44Z,A58A,USD,14490,ADJUSTMENT,,POSTED
T81034_7,2026-03-16T02:08:48Z,A47E,JPY,-12305,REFUND,,VOID
R32154_T43321_4,2026-03-14T13:34:48Z,A54B,EUR,-720,REVERSAL,T43321_4,POSTED
T43321_4,2026-02-28T05:26:20Z,A58A,JPY,-14835,REFUND,,POSTED
T23077_16,2026-03-21T01:06:39Z,A81G,USD,-4650,ADJUSTMENT,,POSTED
T96630_27,2026-03-09T14:21:44Z,A58A,USD,15418,ADJUSTMENT,,POSTED
T36151_9,2026-03-05T07:44:47Z,A65H,GBP,-7730,CHARGE,,POSTED
T26033_15,2026-03-21T12:15:43Z,A81G,JPY,22225,CHARGE,,POSTED
T82634_6,2026-03-15T07:40:37Z,A81G,USD,8910,REFUND,,VOID
R34512_MISSING,2026-03-06T11:00:00Z,A37F,USD,-3455,REVERSAL,T_MISSING_533,POSTED
T98501_14,2026-03-08T19:54:19Z,A58A,JPY,-5618,CHARGE,,VOID
R12713_MISSING,2026-03-03T11:00:00Z,A54B,USD,1,REVERSAL,T_MISSING_8,POSTED
R46804_T84226_21,2026-03-18T09:11:35Z,A11C,EUR,-1267,REVERSAL,T84226_21,POSTED
T36164_10,2026-03-06T06:53:56Z,A65H,EUR,-10530,CHARGE,,POSTED
T96114_26,2026-03-09T05:49:37Z,A65H,EUR,5920,REFUND,,POSTED
R79377_T23077_16,2026-03-05T20:15:32Z,A47E,JPY,-3151,REVERSAL,T23077_16,POSTED
R37615_MISSING,2026-03-01T18:00:00Z,A81G,JPY,1845,REVERSAL,T_MISSING_181,POSTED
