txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T92295_30,2026-03-16T10:14:17Z,A50A,GBP,-13980,ADJUSTMENT,,VOID
T97125_2,2026-03-28T22:34:57Z,A96H,EUR,-24416,CHARGE,,VOID
T61845_8,2026-03-14T20:53:47Z,A42J,GBP,11080,REFUND,,POSTED
T51727_42,2026-03-12T14:51:26Z,A50A,GBP,24440,PAYMENT,,POSTED
T17049_15,2026-03-14T08:42:11Z,A50A,GBP,170,REFUND,,VOID
R19002_T58283_17_DUP,2026-03-13T11:14:29Z,A91D,USD,-3473,REVERSAL,T58283_17,POSTED
T45425_28,2026-03-13T10:39:52Z,A50A,JPY,7496,REFUND,,POSTED
R21200_T64503_10,2026-03-28T13:31:12Z,A61B,JPY,2601,REVERSAL,T64503_10,POSTED
R27571_T41744_33,2026-03-29T07:11:30Z,A50A,JPY,354,REVERSAL,T41744_33,POSTED
T93199_1,2026-03-21T21:51:43Z,A98K,JPY,-21707,REFUND,,POSTED
T99353_5,2026-04-05T07:57:28Z,A36E,JPY,-1428,ADJUSTMENT,,POSTED
R84575_T48270_37_DUP,2026-03-18T09:53:45Z,A61B,JPY,-4929,REVERSAL,T48270_37,POSTED
T39982_13,2026-03-25T21:05:15Z,A36E,JPY,22644,PAYMENT,,POSTED
R26445_MISSING,2026-04-03T02:00:00Z,A42I,JPY,2285,REVERSAL,T_MISSING_823,POSTED
T64503_10,2026-03-22T08:58:56Z,A36E,GBP,-16020,CHARGE,,POSTED
T40946_24,2026-03-19T07:17:54Z,A98K,EUR,-7130,CHARGE,,POSTED
R48544_T38155_31_DUP,2026-04-01T21:24:29Z,A98K,USD,-2378,REVERSAL,T38155_31,POSTED
T48270_37,2026-03-20T18:55:48Z,A98K,EUR,4790,ADJUSTMENT,,POSTED
T52178_6,2026-03-24T17:35:07Z,A50A,GBP,23930,PAYMENT,,POSTED
T37103_29,2026-03-12T16:56:02Z,A96H,GBP,-6460,PAYMENT,,POSTED
T89216_38,2026-03-21T11:26:21Z,A61B,EUR,6850,CHARGE,,VOID
T94308_4,2026-03-14T22:56:08Z,A50A,USD,14670,REFUND,,POSTED
T82327_35,2026-03-16T14:03:21Z,A42J,JPY,5073,REFUND,,POSTED
T61141_23,2026-03-26T13:52:31Z,A14G,GBP,1980,PAYMENT,,POSTED
R25849_T36239_3,2026-03-16T04:30:12Z,A77C,USD,3204,REVERSAL,T36239_3,POSTED
T58283_17,2026-03-30T02:44:18Z,A42J,GBP,4640,PAYMENT,,POSTED
T57102_40,2026-03-27T17:20:08Z,A98K,USD,-10360,PAYMENT,,POSTED
T18330_25,2026-03-30T04:35:12Z,A96H,USD,20120,ADJUSTMENT,,POSTED
T63546_21,2026-04-05T21:06:41Z,A96H,USD,-7440,CHARGE,,POSTED
R75620_T63053_27,2026-03-26T10:21:06Z,A50A,EUR,-4239,REVERSAL,T63053_27,POSTED
T81292_16,2026-04-04T05:31:20Z,A98K,USD,13520,PAYMENT,,POSTED
T40946_24,2026-03-19T19:21:54Z,A98K,EUR,-5216,CHARGE,,POSTED
T92756_7,2026-03-16T10:28:39Z,A91D,USD,18300,REFUND,,POSTED
T41744_33,2026-03-24T01:39:48Z,A42J,GBP,7720,REFUND,,POSTED
T51089_32,2026-03-15T23:58:14Z,A77C,JPY,-12700,ADJUSTMENT,,POSTED
T94687_12,2026-03-17T20:15:47Z,A96H,JPY,10865,ADJUSTMENT,,POSTED
T94136_20,2026-04-01T22:50:12Z,A14G,GBP,-16460,PAYMENT,,POSTED
T72647_19,2026-04-04T21:08:30Z,A27F,EUR,-520,PAYMENT,,POSTED
T97859_9,2026-04-02T15:04:17Z,A61B,USD,13817,PAYMENT,,POSTED
T97125_2,2026-03-27T10:12:57Z,A96H,EUR,-21430,CHARGE,,VOID
T94308_4,2026-03-15T01:00:08Z,A50A,USD,15568,REFUND,,POSTED
T44411_39,2026-03-25T18:33:26Z,A77C,GBP,19900,PAYMENT,,POSTED
T55958_0,2026-04-04T22:55:04Z,A14G,JPY,337,ADJUSTMENT,,POSTED
T38155_31,2026-03-20T19:13:47Z,A14G,GBP,22280,PAYMENT,,POSTED
T63053_27,2026-03-14T04:58:38Z,A98K,GBP,-8190,CHARGE,,POSTED
T69140_36,2026-03-15T08:22:30Z,A98K,JPY,-17827,CHARGE,,POSTED
T36239_3,2026-04-01T10:07:10Z,A98K,USD,9990,PAYMENT,,POSTED
T62711_11,2026-04-02T14:19:50Z,A91D,JPY,-19939,CHARGE,,POSTED
