txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T22192_9,2026-01-19T15:47:26Z,A54D,EUR,4640,CHARGE,,POSTED
R92635_T94726_7,2026-01-14T21:14:27Z,A45F,GBP,-1922,REVERSAL,T94726_7,POSTED
T49243_28,2026-02-01T00:08:47Z,A23C,GBP,10710,PAYMENT,,POSTED
T56373_18,2026-01-21T04:15:31Z,A17B,EUR,-8280,PAYMENT,,POSTED
R20964_T77199_6_DUP,2026-01-31T08:15:26Z,A23C,GBP,-4804,REVERSAL,T77199_6,POSTED
T28755_30,2026-01-30T10:45:23Z,A99E,GBP,1108,CHARGE,,VOID
T69045_1,2026-01-16T07:25:24Z,A23C,USD,-4970,CHARGE,,POSTED
R20071_T23146_14,2026-01-26T21:42:17Z,A11K,JPY,2465,REVERSAL,T23146_14,POSTED
T41984_10,2026-01-17T21:31:22Z,A45F,GBP,6050,CHARGE,,POSTED
T94663_26,2026-01-23T02:39:27Z,A45F,USD,14499,CHARGE,,POSTED
T79979_25,2026-02-03T01:49:40Z,A32I,GBP,-10910,CHARGE,,POSTED
T17063_11,2026-02-03T12:17:58Z,A81J,USD,-12020,ADJUSTMENT,,POSTED
T23965_27,2026-02-01T23:24:56Z,A29A,GBP,-22860,ADJUSTMENT,,POSTED
T67584_22,2026-01-17T04:01:56Z,A81J,JPY,19222,ADJUSTMENT,,POSTED
T39950_31,2026-02-02T17:06:33Z,A99E,USD,-23530,PAYMENT,,POSTED
R61110_T76328_23,2026-01-26T12:44:44Z,A78G,GBP,-3150,REVERSAL,T76328_23,POSTED
T88909_8,2026-01-24T20:33:25Z,A29A,USD,22380,PAYMENT,,VOID
T98244_29,2026-01-16T20:20:03Z,A81J,JPY,6198,CHARGE,,POSTED
R64313_MISSING,2026-01-14T14:00:00Z,A54D,EUR,-4095,REVERSAL,T_MISSING_91,POSTED
T37651_21,2026-01-16T22:50:18Z,A23C,GBP,12980,REFUND,,POSTED
T94663_26,2026-01-24T02:11:27Z,A45F,USD,14600,CHARGE,,POSTED
T66973_16,2026-01-27T17:13:46Z,A11K,JPY,9364,PAYMENT,,POSTED
R94992_T98256_4,2026-01-21T00:03:47Z,A29A,EUR,-3860,REVERSAL,T98256_4,POSTED
T23146_14,2026-01-15T18:14:07Z,A78G,GBP,8340,REFUND,,POSTED
T66973_16,2026-01-28T05:28:46Z,A11K,JPY,12107,PAYMENT,,POSTED
T99700_13,2026-01-23T14:13:13Z,A78G,USD,-8450,REFUND,,POSTED
T65256_15,2026-01-16T16:36:27Z,A23C,GBP,-360,PAYMENT,,POSTED
T24572_19,2026-01-28T03:21:54Z,A49H,JPY,9451,PAYMENT,,POSTED
T64742_12,2026-02-04T08:04:28Z,A45F,GBP,5810,REFUND,,POSTED
T76328_23,2026-01-24T15:51:12Z,A78G,GBP,24880,CHARGE,,POSTED
R92107_MISSING,2026-01-30T21:00:00Z,A32I,GBP,1254,REVERSAL,T_MISSING_925,POSTED
R53117_T77199_6,2026-01-31T05:15:26Z,A29A,GBP,3340,REVERSAL,T77199_6,POSTED
T28755_30,2026-01-30T13:23:23Z,A99E,GBP,-1250,CHARGE,,POSTED
T23854_17,2026-01-27T07:56:40Z,A54D,JPY,-6090,PAYMENT,,POSTED
T77199_6,2026-01-15T09:46:23Z,A17B,JPY,-6137,ADJUSTMENT,,POSTED
T88909_8,2026-01-24T17:53:25Z,A29A,USD,25908,PAYMENT,,VOID
T93266_20,2026-02-02T02:11:17Z,A54D,EUR,8150,ADJUSTMENT,,POSTED
T23854_17,2026-01-29T07:39:40Z,A54D,JPY,-10451,PAYMENT,,POSTED
R41858_T93266_20,2026-01-20T13:37:55Z,A29A,GBP,3722,REVERSAL,T93266_20,POSTED
T27023_32,2026-01-22T04:51:01Z,A45F,JPY,-14642,CHARGE,,POSTED
T94726_7,2026-01-26T01:50:07Z,A23C,JPY,-9620,CHARGE,,POSTED
T44706_5,2026-02-04T13:36:34Z,A81J,USD,16120,CHARGE,,POSTED
T66973_16,2026-01-28T02:46:46Z,A11K,JPY,15683,PAYMENT,,POSTED
T23744_0,2026-01-29T16:47:40Z,A11K,JPY,-19017,ADJUSTMENT,,POSTED
T27772_24,2026-02-04T23:16:45Z,A81J,EUR,1250,PAYMENT,,POSTED
T42562_3,2026-02-04T21:23:57Z,A78G,USD,-4530,CHARGE,,POSTED
R67570_MISSING,2026-02-03T23:00:00Z,A78G,EUR,-3372,REVERSAL,T_MISSING_580,POSTED
R83730_T27023_32,2026-01-21T16:24:59Z,A17B,JPY,-3622,REVERSAL,T27023_32,POSTED
T79979_25,2026-02-01T01:59:40Z,A32I,GBP,-10503,CHARGE,,POSTED
T15211_2,2026-01-29T19:51:12Z,A54D,EUR,5130,PAYMENT,,POSTED
T98256_4,2026-01-26T15:22:31Z,A49H,JPY,22494,REFUND,,POSTED
