txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R35628_T79982_21_DUP,2026-03-09T22:16:33Z,A38F,JPY,-276,REVERSAL,T79982_21,POSTED
T81809_10,2026-03-10T07:26:58Z,A31E,USD,-24350,ADJUSTMENT,,POSTED
R37458_MISSING,2026-03-22T04:00:00Z,A38F,EUR,4321,REVERSAL,T_MISSING_593,POSTED
T53309_12,2026-03-27T19:03:15Z,A62D,GBP,17590,ADJUSTMENT,,POSTED
T52144_6,2026-03-18T21:46:47Z,A62D,GBP,2120,ADJUSTMENT,,POSTED
T27435_7,2026-03-09T04:16:20Z,A96B,EUR,5610,CHARGE,,POSTED
T79982_21,2026-03-31T14:58:20Z,A38F,JPY,20006,CHARGE,,POSTED
T81014_5,2026-03-22T08:31:09Z,A38F,USD,-23550,CHARGE,,POSTED
R29391_T79518_24,2026-03-27T13:10:38Z,A13A,EUR,4894,REVERSAL,T79518_24,POSTED
T10141_18,2026-03-14T20:46:25Z,A96B,JPY,-309,PAYMENT,,POSTED
T62403_11,2026-04-02T12:02:26Z,A62D,GBP,-16030,CHARGE,,POSTED
T77473_20,2026-03-19T14:09:52Z,A62D,USD,-18451,CHARGE,,POSTED
T15437_1,2026-03-26T09:50:17Z,A38F,USD,20909,PAYMENT,,POSTED
T97341_9,2026-03-15T00:00:23Z,A31E,USD,-24680,CHARGE,,POSTED
R81616_T74987_22,2026-03-15T03:16:45Z,A96B,GBP,546,REVERSAL,T74987_22,POSTED
R74432_T81014_5_DUP,2026-03-30T07:28:59Z,A96B,USD,-1020,REVERSAL,T81014_5,POSTED
T10141_18,2026-03-13T08:27:25Z,A96B,JPY,1323,PAYMENT,,POSTED
T94105_17,2026-03-29T21:44:18Z,A96B,JPY,-14039,REFUND,,POSTED
R71206_T52144_6,2026-03-25T11:15:26Z,A96B,GBP,-2797,REVERSAL,T52144_6,POSTED
T79654_15,2026-04-01T16:09:52Z,A13A,USD,-15390,ADJUSTMENT,,POSTED
T78642_3,2026-03-14T11:07:11Z,A62D,GBP,20430,ADJUSTMENT,,POSTED
T69506_2,2026-04-01T06:00:39Z,A13A,GBP,-10110,ADJUSTMENT,,POSTED
R80826_T81014_5,2026-03-28T23:28:59Z,A62D,EUR,72,REVERSAL,T81014_5,POSTED
T15437_1,2026-03-26T07:36:17Z,A38F,USD,23930,PAYMENT,,POSTED
T92874_4,2026-03-20T16:18:59Z,A13A,JPY,-533,CHARGE,,POSTED
T78844_0,2026-03-14T22:52:29Z,A38F,EUR,-23060,REFUND,,POSTED
T79518_24,2026-03-30T04:46:57Z,A13A,USD,12340,CHARGE,,VOID
T59695_19,2026-03-14T07:50:38Z,A16C,USD,10230,ADJUSTMENT,,POSTED
T76266_8,2026-03-24T16:15:49Z,A16C,JPY,-22674,ADJUSTMENT,,POSTED
R32720_T78642_3_DUP,2026-03-10T04:11:30Z,A16C,JPY,3509,REVERSAL,T78642_3,POSTED
T18621_23,2026-03-18T04:12:38Z,A96B,GBP,-17560,PAYMENT,,POSTED
R90064_T79518_24_DUP,2026-03-27T19:10:38Z,A16C,USD,461,REVERSAL,T79518_24,POSTED
T62403_11,2026-04-01T12:18:26Z,A62D,GBP,-14655,CHARGE,,POSTED
T94105_17,2026-03-28T09:14:18Z,A96B,JPY,-13616,REFUND,,POSTED
T30935_13,2026-03-22T01:59:57Z,A62D,JPY,4705,REFUND,,POSTED
R33775_MISSING,2026-04-01T17:00:00Z,A96B,JPY,-2419,REVERSAL,T_MISSING_258,POSTED
R76145_T79982_21,2026-03-09T17:16:33Z,A16C,EUR,1299,REVERSAL,T79982_21,POSTED
T74987_22,2026-03-11T18:40:24Z,A16C,EUR,-15100,REFUND,,POSTED
T79373_16,2026-03-29T09:50:32Z,A13A,EUR,-4700,CHARGE,,POSTED
R20614_T92874_4,2026-03-10T19:25:29Z,A62D,JPY,-2929,REVERSAL,T92874_4,POSTED
T31699_25,2026-03-18T20:32:52Z,A13A,EUR,-6280,PAYMENT,,POSTED
R50470_MISSING,2026-03-20T01:00:00Z,A16C,GBP,-339,REVERSAL,T_MISSING_983,POSTED
R47175_T69506_2,2026-03-21T18:12:03Z,A38F,GBP,2194,REVERSAL,T69506_2,POSTED
T95985_14,2026-03-09T18:54:42Z,A31E,GBP,20700,PAYMENT,,POSTED
T77473_20,2026-03-19T11:46:52Z,A62D,USD,-19630,CHARGE,,POSTED
R52952_T77473_20,2026-03-15T15:00:23Z,A16C,EUR,4898,REVERSAL,T77473_20,POSTED
R86873_T78642_3,2026-03-09T08:11:30Z,A96B,USD,1919,REVERSAL,T78642_3,POSTED
