txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T77435_6,2026-03-01T11:34:01Z,A34F,GBP,7790,PAYMENT,,POSTED
T40690_2,2026-03-09T10:39:12Z,A43G,JPY,-17003,REFUND,,POSTED
T29501_19,2026-03-11T12:23:11Z,A34F,EUR,6580,CHARGE,,POSTED
T72042_17,2026-03-01T04:20:28Z,A15E,GBP,5460,REFUND,,VOID
T14958_1,2026-03-10T02:51:18Z,A53C,EUR,14120,PAYMENT,,POSTED
T68180_9,2026-03-07T14:56:38Z,A30B,EUR,17790,REFUND,,POSTED
R96133_MISSING,2026-03-06T02:00:00Z,A53C,GBP,-3958,REVERSAL,T_MISSING_509,POSTED
T14836_10,2026-02-27T13:08:15Z,A34F,GBP,-21083,CHARGE,,POSTED
T40648_3,2026-03-14T09:38:15Z,A30B,USD,-20,ADJUSTMENT,,POSTED
T26472_7,2026-03-16T02:48:49Z,A15E,GBP,22622,PAYMENT,,POSTED
R15941_T65501_4,2026-03-02T17:29:12Z,A53C,GBP,3792,REVERSAL,T65501_4,POSTED
R49275_T72042_17,2026-02-28T10:48:12Z,A34F,GBP,4089,REVERSAL,T72042_17,POSTED
T33517_15,2026-02-28T17:33:11Z,A15E,JPY,20614,REFUND,,POSTED
T13516_13,2026-03-12T11:33:50Z,A18D,USD,17309,PAYMENT,,VOID
T21220_20,2026-02-26T16:02:16Z,A30B,USD,16696,ADJUSTMENT,,VOID
R48300_T68180_9,2026-02-21T19:59:14Z,A35A,EUR,-811,REVERSAL,T68180_9,POSTED
T91289_12,2026-03-02T20:49:37Z,A30B,JPY,-8708,ADJUSTMENT,,POSTED
T62761_0,2026-03-02T09:03:41Z,A34F,GBP,-11420,CHARGE,,POSTED
R87112_MISSING,2026-03-15T04:00:00Z,A34F,EUR,-754,REVERSAL,T_MISSING_484,POSTED
T21220_20,2026-02-26T13:06:16Z,A30B,USD,11760,ADJUSTMENT,,VOID
R94392_T36012_18,2026-02-25T13:32:49Z,A15E,JPY,-2932,REVERSAL,T36012_18,POSTED
R22219_T43281_21,2026-03-03T05:43:10Z,A53C,EUR,4740,REVERSAL,T43281_21,POSTED
T75125_23,2026-03-03T11:50:16Z,A34F,EUR,8310,REFUND,,POSTED
T23576_16,2026-03-17T11:44:12Z,A15E,EUR,-19860,PAYMENT,,POSTED
R43911_T68180_9_DUP,2026-02-22T13:59:14Z,A35A,EUR,-437,REVERSAL,T68180_9,POSTED
T71131_11,2026-02-23T16:09:36Z,A30B,GBP,14650,REFUND,,POSTED
R46037_T67396_22,2026-03-05T03:05:50Z,A15E,EUR,-4882,REVERSAL,T67396_22,POSTED
T42591_14,2026-03-13T04:46:32Z,A53C,JPY,-8810,PAYMENT,,POSTED
R47589_T40648_3,2026-03-05T03:49:34Z,A35A,JPY,4698,REVERSAL,T40648_3,POSTED
T82893_5,2026-03-06T18:45:46Z,A18D,USD,-21370,REFUND,,POSTED
T26472_7,2026-03-16T05:34:49Z,A15E,GBP,18950,PAYMENT,,POSTED
T43281_21,2026-03-08T06:57:09Z,A18D,JPY,24713,REFUND,,POSTED
R45575_T67396_22_DUP,2026-03-06T16:05:50Z,A15E,EUR,1790,REVERSAL,T67396_22,POSTED
T67396_22,2026-02-22T00:20:23Z,A43G,GBP,20170,PAYMENT,,POSTED
R78617_MISSING,2026-03-12T19:00:00Z,A15E,USD,-1087,REVERSAL,T_MISSING_979,POSTED
R74292_T26472_7,2026-03-02T10:55:24Z,A53C,GBP,-4235,REVERSAL,T26472_7,POSTED
T41344_25,2026-03-08T00:31:09Z,A30B,GBP,11990,REFUND,,VOID
R47460_T13516_13_DUP,2026-03-11T06:31:55Z,A53C,GBP,3489,REVERSAL,T13516_13,POSTED
T30810_8,2026-02-25T15:05:47Z,A15E,EUR,-19730,CHARGE,,POSTED
T65501_4,2026-02-23T08:05:21Z,A15E,USD,-23290,ADJUSTMENT,,POSTED
T40690_2,2026-03-12T09:57:12Z,A43G,JPY,-11745,REFUND,,POSTED
T40690_2,2026-03-11T10:23:12Z,A43G,JPY,-12141,REFUND,,POSTED
T21220_20,2026-02-27T15:55:16Z,A30B,USD,14610,ADJUSTMENT,,VOID
T14836_10,2026-02-27T15:49:15Z,A34F,GBP,-24460,CHARGE,,POSTED
R11496_T13516_13,2026-03-10T08:31:55Z,A30B,GBP,1297,REVERSAL,T13516_13,POSTED
T63275_24,2026-02-23T02:06:12Z,A34F,EUR,250,PAYMENT,,VOID
T13516_13,2026-03-12T14:17:50Z,A18D,USD,15460,PAYMENT,,POSTED
T72042_17,2026-02-28T04:28:28Z,A15E,GBP,1024,REFUND,,VOID
T36012_18,2026-03-15T01:48:42Z,A18D,JPY,-6564,CHARGE,,POSTED
T43281_21,2026-03-06T07:16:09Z,A18D,JPY,20374,REFUND,,POSTED
T43281_21,2026-03-04T07:31:09Z,A18D,JPY,15798,REFUND,,POSTED
R13947_T26472_7_DUP,2026-03-02T20:55:24Z,A34F,GBP,2561,REVERSAL,T26472_7,POSTED
