txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T27446_3,2026-01-31T17:16:09Z,A91E,USD,16030,ADJUSTMENT,,VOID
T98379_25,2026-01-16T01:13:34Z,A91E,JPY,-13147,REFUND,,POSTED
T96343_14,2026-02-04T09:57:19Z,A83C,EUR,15710,PAYMENT,,POSTED
T21175_21,2026-01-31T02:32:05Z,A80G,JPY,5500,PAYMENT,,POSTED
T35370_6,2026-01-19T00:00:56Z,A84B,USD,-8440,PAYMENT,,POSTED
T13296_15,2026-01-12T04:06:41Z,A80G,USD,13870,ADJUSTMENT,,VOID
R40110_T35370_6,2026-01-25T08:00:47Z,A20H,EUR,-2318,REVERSAL,T35370_6,POSTED
T50565_1,2026-01-26T18:33:23Z,A83C,USD,-5410,REFUND,,VOID
T39371_7,2026-01-22T15:42:36Z,A15D,JPY,16586,ADJUSTMENT,,POSTED
T39111_18,2026-01-19T19:32:36Z,A91E,GBP,-5610,PAYMENT,,POSTED
T49660_4,2026-01-19T12:28:16Z,A83C,JPY,18618,PAYMENT,,POSTED
T62126_16,2026-01-27T20:41:01Z,A64F,USD,16360,REFUND,,POSTED
T73050_0,2026-01-17T07:11:55Z,A42A,USD,-17454,PAYMENT,,POSTED
T42003_23,2026-01-21T16:56:57Z,A64F,USD,-11080,ADJUSTMENT,,POSTED
T83819_22,2026-01-15T18:12:46Z,A84B,USD,-23360,ADJUSTMENT,,POSTED
T23404_27,2026-01-17T11:16:14Z,A91E,GBP,-210,PAYMENT,,VOID
T73050_0,2026-01-15T18:34:55Z,A42A,USD,-21461,PAYMENT,,POSTED
T73050_0,2026-01-16T06:58:55Z,A42A,USD,-19982,PAYMENT,,POSTED
T96343_14,2026-02-02T10:06:19Z,A83C,EUR,13048,PAYMENT,,POSTED
R52017_T72330_31,2026-01-26T14:06:24Z,A15D,USD,1619,REVERSAL,T72330_31,POSTED
T64587_17,2026-01-29T19:01:30Z,A84B,EUR,18860,REFUND,,POSTED
T61664_12,2026-01-12T21:34:01Z,A64F,GBP,-6650,ADJUSTMENT,,VOID
T20423_10,2026-01-28T04:19:54Z,A15D,GBP,10690,PAYMENT,,POSTED
T59443_29,2026-01-12T14:56:43Z,A80G,USD,20000,CHARGE,,POSTED
T99080_5,2026-01-20T13:01:35Z,A80G,EUR,-21870,CHARGE,,POSTED
T73050_0,2026-01-15T18:55:55Z,A42A,USD,-16750,PAYMENT,,POSTED
T96093_26,2026-02-01T16:19:05Z,A15D,GBP,-24210,PAYMENT,,POSTED
R32370_T84263_24_DUP,2026-02-05T21:38:09Z,A80G,USD,3878,REVERSAL,T84263_24,POSTED
T82135_2,2026-01-26T17:54:56Z,A20H,EUR,-18410,REFUND,,POSTED
T83068_20,2026-02-02T12:53:17Z,A64F,EUR,-3150,CHARGE,,POSTED
R24158_T39371_7,2026-01-15T02:35:34Z,A91E,GBP,-2943,REVERSAL,T39371_7,POSTED
R86457_T99080_5,2026-01-26T04:12:43Z,A80G,GBP,-789,REVERSAL,T99080_5,POSTED
T72330_31,2026-01-23T17:52:21Z,A84B,JPY,18937,CHARGE,,POSTED
T84747_11,2026-01-23T05:16:02Z,A84B,USD,-1133,REFUND,,POSTED
T84747_11,2026-01-19T17:15:02Z,A84B,USD,2999,REFUND,,POSTED
R35321_T72330_31_DUP,2026-01-26T23:06:24Z,A91E,EUR,807,REVERSAL,T72330_31,POSTED
T84747_11,2026-01-21T17:11:02Z,A84B,USD,1500,REFUND,,POSTED
R65901_T96093_26,2026-01-16T09:51:49Z,A91E,EUR,-9,REVERSAL,T96093_26,POSTED
R27296_MISSING,2026-01-17T15:00:00Z,A20H,USD,347,REVERSAL,T_MISSING_953,POSTED
R80179_T84263_24,2026-02-04T18:38:09Z,A84B,GBP,-3842,REVERSAL,T84263_24,POSTED
T21175_21,2026-01-29T14:12:05Z,A80G,JPY,10082,PAYMENT,,POSTED
T85348_13,2026-01-17T08:59:56Z,A64F,JPY,-8782,CHARGE,,POSTED
R43484_T61664_12,2026-01-23T05:09:52Z,A84B,GBP,2876,REVERSAL,T61664_12,POSTED
R12889_T39371_7_DUP,2026-01-16T04:35:34Z,A42A,EUR,-4998,REVERSAL,T39371_7,POSTED
T30662_19,2026-01-25T13:02:12Z,A83C,JPY,2325,PAYMENT,,VOID
T73050_0,2026-01-15T16:08:55Z,A42A,USD,-20425,PAYMENT,,POSTED
R49616_T76853_30,2026-02-01T19:34:10Z,A83C,JPY,-3710,REVERSAL,T76853_30,POSTED
T41506_8,2026-01-12T16:35:45Z,A15D,EUR,15160,REFUND,,POSTED
T77796_9,2026-01-22T18:56:37Z,A15D,USD,-2120,CHARGE,,POSTED
T76853_30,2026-01-24T20:19:25Z,A42A,GBP,22330,CHARGE,,VOID
R39357_T41506_8,2026-01-29T03:02:31Z,A15D,JPY,-853,REVERSAL,T41506_8,POSTED
T77796_9,2026-01-22T16:23:37Z,A15D,USD,-1635,CHARGE,,POSTED
T18546_28,2026-01-15T05:51:41Z,A42A,EUR,4770,PAYMENT,,POSTED
T84263_24,2026-01-16T03:14:04Z,A64F,JPY,-1624,ADJUSTMENT,,POSTED
R49885_T13296_15,2026-02-03T10:52:04Z,A84B,USD,-3816,REVERSAL,T13296_15,POSTED
