txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R21571_T54014_14,2026-02-25T02:17:50Z,A65C,USD,4070,REVERSAL,T54014_14,POSTED
R57145_T23260_0,2026-02-24T05:38:41Z,A36F,USD,3380,REVERSAL,T23260_0,POSTED
T51998_18,2026-02-25T00:06:54Z,A71I,JPY,3758,CHARGE,,POSTED
T40909_26,2026-02-27T20:19:16Z,A36F,EUR,576,CHARGE,,POSTED
T20209_22,2026-02-22T19:31:53Z,A63K,GBP,-20500,REFUND,,POSTED
T80521_12,2026-02-15T18:39:57Z,A17J,JPY,-8832,PAYMENT,,POSTED
T41027_11,2026-03-02T12:20:05Z,A98H,GBP,10000,PAYMENT,,VOID
R93506_T22997_1,2026-03-07T20:39:36Z,A92A,GBP,4966,REVERSAL,T22997_1,POSTED
T98712_7,2026-02-24T01:55:17Z,A30D,JPY,7074,REFUND,,POSTED
R40839_T37915_24,2026-02-25T07:39:08Z,A98H,USD,-2613,REVERSAL,T37915_24,POSTED
R20495_T98244_34,2026-02-27T15:25:22Z,A65C,USD,-1083,REVERSAL,T98244_34,POSTED
T89966_2,2026-02-21T11:38:50Z,A63K,GBP,18800,CHARGE,,POSTED
T18708_29,2026-03-05T06:08:11Z,A17J,EUR,1226,REFUND,,POSTED
T66483_10,2026-03-05T22:31:10Z,A35L,USD,-21570,CHARGE,,POSTED
T78733_16,2026-02-22T09:26:54Z,A36F,GBP,22200,PAYMENT,,POSTED
T37915_24,2026-03-03T10:52:44Z,A35L,USD,-14110,ADJUSTMENT,,POSTED
T54014_14,2026-02-28T11:21:41Z,A98H,JPY,21534,REFUND,,POSTED
T28288_32,2026-02-15T10:41:45Z,A98H,GBP,19690,CHARGE,,POSTED
T69307_15,2026-02-13T17:30:54Z,A85B,GBP,16460,CHARGE,,VOID
T18708_29,2026-03-06T05:42:11Z,A17J,EUR,-280,REFUND,,POSTED
R65300_T18512_23,2026-02-20T21:02:17Z,A65C,USD,-4010,REVERSAL,T18512_23,POSTED
T98244_34,2026-02-25T18:50:22Z,A63K,JPY,5776,PAYMENT,,POSTED
T70045_8,2026-02-22T20:51:50Z,A35L,GBP,-2900,ADJUSTMENT,,POSTED
R60879_T23260_0_DUP,2026-02-25T01:38:41Z,A92A,USD,-2149,REVERSAL,T23260_0,POSTED
T42485_19,2026-02-22T23:01:35Z,A98H,GBP,2320,CHARGE,,POSTED
T40909_26,2026-03-01T20:09:16Z,A36F,EUR,-3910,CHARGE,,VOID
R52590_T87521_37,2026-02-22T06:29:24Z,A71I,EUR,-1006,REVERSAL,T87521_37,POSTED
T84328_31,2026-03-07T19:25:07Z,A35L,USD,-6670,PAYMENT,,POSTED
T82183_36,2026-03-07T04:48:55Z,A98H,GBP,15400,CHARGE,,POSTED
T29715_25,2026-02-24T08:01:04Z,A98H,EUR,-12039,PAYMENT,,POSTED
T33280_35,2026-02-20T05:42:45Z,A92A,GBP,-9160,ADJUSTMENT,,POSTED
T89534_17,2026-02-19T04:41:45Z,A17J,EUR,310,REFUND,,POSTED
T20209_22,2026-02-23T19:17:53Z,A63K,GBP,-21382,REFUND,,POSTED
T28131_4,2026-02-24T07:27:15Z,A17J,JPY,-22767,PAYMENT,,POSTED
T93235_27,2026-03-05T09:03:11Z,A44E,USD,560,REFUND,,POSTED
R18879_MISSING,2026-02-18T04:00:00Z,A65C,GBP,-3802,REVERSAL,T_MISSING_840,POSTED
T42485_19,2026-02-20T23:25:35Z,A98H,GBP,7051,CHARGE,,VOID
T48661_3,2026-03-04T15:24:31Z,A35L,GBP,12560,PAYMENT,,POSTED
T29887_5,2026-03-08T17:57:39Z,A17J,EUR,-24400,PAYMENT,,POSTED
T18512_23,2026-02-19T05:59:06Z,A92A,USD,-13710,REFUND,,POSTED
T29715_25,2026-02-23T19:43:04Z,A98H,EUR,-16740,PAYMENT,,POSTED
T98172_21,2026-02-20T18:28:28Z,A78G,USD,4980,PAYMENT,,VOID
T22997_1,2026-02-21T12:46:28Z,A44E,JPY,21864,REFUND,,POSTED
T66752_30,2026-03-02T22:21:03Z,A35L,USD,5540,PAYMENT,,POSTED
T87521_37,2026-02-15T00:46:33Z,A35L,GBP,-13770,ADJUSTMENT,,POSTED
R61566_T37915_24_DUP,2026-02-26T03:39:08Z,A65C,EUR,1345,REVERSAL,T37915_24,POSTED
T23260_0,2026-02-25T09:51:21Z,A98H,JPY,-4170,ADJUSTMENT,,POSTED
T20209_22,2026-02-22T07:14:53Z,A63K,GBP,-22470,REFUND,,POSTED
R70327_T69307_15,2026-03-10T00:30:53Z,A85B,JPY,4198,REVERSAL,T69307_15,POSTED
T32787_9,2026-02-20T21:06:42Z,A78G,GBP,-18470,PAYMENT,,POSTED
T10558_33,2026-03-04T17:03:08Z,A92A,USD,-8090,CHARGE,,POSTED
T47339_13,2026-02-28T09:36:50Z,A36F,JPY,6720,REFUND,,POSTED
T28374_6,2026-03-01T21:35:13Z,A78G,EUR,16460,REFUND,,POSTED
R28628_T47339_13,2026-03-06T12:37:47Z,A71I,USD,4806,REVERSAL,T47339_13,POSTED
R65670_T10558_33,2026-03-08T17:51:20Z,A36F,USD,-4243,REVERSAL,T10558_33,POSTED
T51998_18,2026-02-24T21:45:54Z,A71I,JPY,2093,CHARGE,,POSTED
T98244_34,2026-02-23T19:20:22Z,A63K,JPY,7917,PAYMENT,,POSTED
T50668_28,2026-03-09T09:09:37Z,A65C,EUR,14240,ADJUSTMENT,,POSTED
T81120_20,2026-03-07T03:46:58Z,A78G,GBP,9560,REFUND,,POSTED
