txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R85075_MISSING,2026-04-03T07:00:00Z,A44F,GBP,2884,REVERSAL,T_MISSING_971,POSTED
R53019_T51868_32_DUP,2026-03-22T19:23:00Z,A44F,EUR,4155,REVERSAL,T51868_32,POSTED
T38952_10,2026-03-30T07:42:15Z,A22A,GBP,-10570,REFUND,,POSTED
R29774_T67146_41,2026-03-23T08:31:42Z,A63E,GBP,-456,REVERSAL,T67146_41,POSTED
T99038_37,2026-03-15T20:40:34Z,A87B,JPY,3110,CHARGE,,POSTED
T12765_36,2026-03-15T10:17:59Z,A22A,USD,23350,ADJUSTMENT,,POSTED
T74306_18,2026-03-30T09:35:36Z,A22A,EUR,20233,PAYMENT,,VOID
T67147_12,2026-03-18T18:30:37Z,A87B,JPY,11089,ADJUSTMENT,,POSTED
T88427_2,2026-03-29T21:15:59Z,A87B,EUR,-780,CHARGE,,POSTED
T14483_4,2026-04-04T08:45:29Z,A38C,JPY,-11990,REFUND,,POSTED
T82947_3,2026-04-01T19:05:32Z,A55D,GBP,22690,PAYMENT,,POSTED
T38404_15,2026-03-12T18:55:57Z,A63E,GBP,6300,ADJUSTMENT,,POSTED
T94052_17,2026-03-27T16:28:17Z,A55D,EUR,7430,PAYMENT,,POSTED
T12289_43,2026-04-01T19:31:54Z,A63E,JPY,-24393,REFUND,,POSTED
T10969_30,2026-03-21T05:03:19Z,A63E,JPY,5636,PAYMENT,,POSTED
T30072_42,2026-03-19T01:37:18Z,A87B,USD,1690,ADJUSTMENT,,POSTED
R74547_T91905_11_DUP,2026-03-13T07:14:01Z,A44F,GBP,-2593,REVERSAL,T91905_11,POSTED
T72226_7,2026-04-02T09:01:56Z,A63E,EUR,12860,REFUND,,POSTED
T27987_38,2026-03-21T00:03:46Z,A63E,GBP,-13900,PAYMENT,,POSTED
T73645_35,2026-04-03T02:38:35Z,A87B,JPY,6261,ADJUSTMENT,,POSTED
T60554_23,2026-03-26T02:09:34Z,A38C,JPY,8133,CHARGE,,POSTED
R79985_MISSING,2026-03-18T21:00:00Z,A87B,GBP,-4421,REVERSAL,T_MISSING_959,POSTED
R21078_T71737_31,2026-03-15T20:18:51Z,A38C,GBP,-1270,REVERSAL,T71737_31,POSTED
T80366_26,2026-03-15T15:03:24Z,A63E,JPY,13773,ADJUSTMENT,,POSTED
R16351_T54173_22_DUP,2026-03-22T08:54:53Z,A22A,EUR,-1891,REVERSAL,T54173_22,POSTED
T15663_34,2026-03-26T17:23:41Z,A55D,EUR,-660,REFUND,,POSTED
T25714_25,2026-03-15T22:45:24Z,A22A,JPY,11288,ADJUSTMENT,,VOID
T57833_40,2026-03-26T17:47:11Z,A44F,EUR,-670,ADJUSTMENT,,POSTED
T74306_18,2026-03-28T21:27:36Z,A22A,EUR,18960,PAYMENT,,VOID
T49557_0,2026-03-12T03:22:48Z,A55D,GBP,22350,PAYMENT,,POSTED
T91905_11,2026-03-31T14:58:00Z,A22A,EUR,16330,PAYMENT,,POSTED
T70099_1,2026-03-22T23:04:10Z,A87B,GBP,-12460,ADJUSTMENT,,POSTED
