txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R67452_MISSING,2026-03-04T17:00:00Z,A14C,GBP,-3407,REVERSAL,T_MISSING_942,POSTED
T43587_23,2026-03-10T21:24:47Z,A88E,JPY,-14303,ADJUSTMENT,,POSTED
T39343_6,2026-03-12T08:24:36Z,A33D,USD,-13390,PAYMENT,,VOID
T82444_32,2026-03-27T02:23:44Z,A21B,USD,-23540,CHARGE,,POSTED
T43587_23,2026-03-08T21:35:47Z,A88E,JPY,-13823,ADJUSTMENT,,POSTED
T66639_22,2026-03-15T20:59:06Z,A39A,GBP,19490,ADJUSTMENT,,POSTED
R80690_T10089_2_DUP,2026-03-23T09:28:24Z,A14C,GBP,-1951,REVERSAL,T10089_2,POSTED
T78087_13,2026-03-21T23:30:40Z,A14C,USD,-19170,REFUND,,POSTED
T97688_14,2026-03-05T12:05:21Z,A33D,JPY,24546,ADJUSTMENT,,VOID
T17476_29,2026-03-25T23:45:03Z,A39A,JPY,-21668,CHARGE,,POSTED
T37047_17,2026-03-20T20:36:12Z,A33D,GBP,10730,REFUND,,POSTED
T78087_13,2026-03-21T20:48:40Z,A14C,USD,-21106,REFUND,,POSTED
T26267_25,2026-03-22T13:52:33Z,A39A,JPY,-14903,REFUND,,POSTED
T30024_42,2026-03-04T16:24:07Z,A33D,GBP,20680,CHARGE,,POSTED
R26061_T45269_34,2026-03-24T09:01:58Z,A14C,JPY,-233,REVERSAL,T45269_34,POSTED
T57223_36,2026-03-02T01:03:15Z,A21B,EUR,14668,CHARGE,,VOID
T51567_11,2026-03-09T21:43:22Z,A39A,GBP,15580,REFUND,,POSTED
T62704_20,2026-03-15T20:39:59Z,A21B,JPY,-8449,REFUND,,POSTED
T94823_31,2026-03-04T09:13:04Z,A88E,USD,930,ADJUSTMENT,,POSTED
R36368_T21542_1,2026-03-16T15:56:11Z,A21B,USD,370,REVERSAL,T21542_1,POSTED
T49241_27,2026-03-04T19:40:50Z,A21B,EUR,5550,CHARGE,,POSTED
T98954_21,2026-03-26T21:54:55Z,A65F,EUR,50,CHARGE,,POSTED
T59368_39,2026-03-20T19:45:34Z,A88E,EUR,18940,ADJUSTMENT,,POSTED
T20974_16,2026-03-17T08:35:23Z,A39A,EUR,5600,PAYMENT,,POSTED
R12789_T21542_1_DUP,2026-03-17T19:56:11Z,A33D,USD,3894,REVERSAL,T21542_1,POSTED
T47703_38,2026-03-07T08:55:05Z,A14C,GBP,6720,PAYMENT,,POSTED
T62704_20,2026-03-15T18:17:59Z,A21B,JPY,-7352,REFUND,,POSTED
T19673_10,2026-03-17T15:47:14Z,A33D,GBP,-14690,PAYMENT,,POSTED
T30754_5,2026-03-23T22:21:13Z,A21B,JPY,3385,PAYMENT,,POSTED
T45269_34,2026-03-25T10:59:47Z,A65F,JPY,24337,CHARGE,,POSTED
T94823_31,2026-03-04T06:17:04Z,A88E,USD,-2736,ADJUSTMENT,,POSTED
T38664_28,2026-03-15T07:13:44Z,A88E,JPY,20609,REFUND,,POSTED
T98547_40,2026-03-07T10:50:21Z,A14C,EUR,-5030,REFUND,,POSTED
R30829_T93432_12,2026-03-17T05:39:19Z,A39A,USD,180,REVERSAL,T93432_12,POSTED
T62980_33,2026-03-28T12:27:34Z,A33D,EUR,8010,CHARGE,,VOID
T19673_10,2026-03-19T04:04:14Z,A33D,GBP,-16851,PAYMENT,,POSTED
T21542_1,2026-03-08T20:31:26Z,A65F,USD,21720,ADJUSTMENT,,POSTED
R74826_T10089_2,2026-03-21T22:28:24Z,A39A,EUR,941,REVERSAL,T10089_2,POSTED
T80917_15,2026-03-13T16:39:05Z,A14C,GBP,-21740,ADJUSTMENT,,POSTED
T14515_41,2026-03-18T00:39:17Z,A65F,GBP,11220,CHARGE,,POSTED
T82300_30,2026-03-22T09:34:41Z,A39A,GBP,5970,ADJUSTMENT,,POSTED
T34816_3,2026-03-08T17:21:13Z,A88E,EUR,10540,PAYMENT,,POSTED
R89217_T87847_18,2026-03-18T13:48:18Z,A88E,EUR,4741,REVERSAL,T87847_18,POSTED
R69255_T17476_29,2026-03-14T23:03:36Z,A88E,EUR,3980,REVERSAL,T17476_29,POSTED
T19415_26,2026-03-17T19:48:43Z,A39A,EUR,24850,REFUND,,POSTED
T36564_43,2026-03-22T09:34:24Z,A33D,EUR,12540,CHARGE,,VOID
R95994_T78087_13_DUP,2026-03-12T14:00:14Z,A65F,EUR,-1205,REVERSAL,T78087_13,POSTED
T57223_36,2026-03-04T00:34:15Z,A21B,EUR,16920,CHARGE,,POSTED
T87847_18,2026-03-28T11:46:02Z,A14C,USD,11910,PAYMENT,,POSTED
T97688_14,2026-03-05T07:52:21Z,A33D,JPY,23882,ADJUSTMENT,,POSTED
T57083_9,2026-03-27T02:06:24Z,A88E,GBP,-9010,ADJUSTMENT,,POSTED
T60103_8,2026-03-18T18:32:25Z,A88E,GBP,-5420,REFUND,,POSTED
T41219_0,2026-03-21T07:03:29Z,A65F,EUR,20370,CHARGE,,POSTED
T52623_24,2026-03-08T11:08:33Z,A39A,EUR,16130,CHARGE,,VOID
T33511_4,2026-03-09T23:47:20Z,A33D,GBP,-7970,CHARGE,,POSTED
T97688_14,2026-03-05T09:57:21Z,A33D,JPY,22120,ADJUSTMENT,,POSTED
R35653_T78087_13,2026-03-11T20:00:14Z,A21B,GBP,3631,REVERSAL,T78087_13,POSTED
T93432_12,2026-03-09T11:33:17Z,A14C,JPY,-4256,CHARGE,,POSTED
T10089_2,2026-03-12T10:51:39Z,A39A,USD,2000,PAYMENT,,VOID
T71329_37,2026-03-05T16:07:59Z,A88E,GBP,23950,CHARGE,,VOID
T14156_7,2026-03-18T15:25:04Z,A21B,GBP,-15380,CHARGE,,VOID
T57576_35,2026-03-08T14:11:36Z,A39A,JPY,20947,PAYMENT,,VOID
T32000_19,2026-03-06T05:23:25Z,A65F,GBP,-12210,CHARGE,,POSTED
R79477_T82300_30,2026-03-12T16:44:36Z,A39A,JPY,-278,REVERSAL,T82300_30,POSTED
