txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T49418_8,2026-01-24T20:40:53Z,A95G,GBP,-12817,CHARGE,,POSTED
T30881_23,2026-01-17T08:32:22Z,A86B,EUR,-1990,PAYMENT,,POSTED
T50268_6,2026-02-05T06:01:00Z,A98F,JPY,2705,CHARGE,,POSTED
T35753_7,2026-01-19T04:06:18Z,A86B,JPY,13037,REFUND,,POSTED
R43048_T62995_15_DUP,2026-02-08T22:27:20Z,A98F,USD,-219,REVERSAL,T62995_15,POSTED
R36975_T22394_21,2026-02-03T07:07:15Z,A86B,GBP,-1548,REVERSAL,T22394_21,POSTED
T22394_21,2026-01-16T17:16:31Z,A10E,JPY,13611,REFUND,,POSTED
T58352_24,2026-02-02T10:06:26Z,A10E,JPY,-6220,PAYMENT,,POSTED
R19508_T22394_21_DUP,2026-02-04T12:07:15Z,A86B,GBP,-1696,REVERSAL,T22394_21,POSTED
T50268_6,2026-02-04T08:07:00Z,A98F,JPY,5073,CHARGE,,VOID
R64450_T93055_12,2026-02-08T03:31:13Z,A43C,USD,-3370,REVERSAL,T93055_12,POSTED
R67165_T50815_2,2026-02-09T07:31:26Z,A10E,EUR,3835,REVERSAL,T50815_2,POSTED
T49418_8,2026-01-24T18:21:53Z,A95G,GBP,-10470,CHARGE,,POSTED
T93055_12,2026-01-20T15:07:06Z,A38A,EUR,13330,PAYMENT,,POSTED
T50815_2,2026-01-28T17:46:56Z,A98F,USD,18690,CHARGE,,POSTED
T51915_1,2026-01-27T11:06:48Z,A87D,GBP,17710,CHARGE,,POSTED
T40357_13,2026-01-18T08:40:01Z,A86B,JPY,10024,CHARGE,,POSTED
R53764_T74401_20,2026-02-01T20:34:26Z,A95G,USD,-4403,REVERSAL,T74401_20,POSTED
T62995_15,2026-01-24T08:17:43Z,A38A,JPY,4301,PAYMENT,,POSTED
T76207_18,2026-01-31T23:16:52Z,A98F,JPY,23149,ADJUSTMENT,,POSTED
R49193_T58573_0,2026-01-21T18:17:44Z,A43C,JPY,3858,REVERSAL,T58573_0,POSTED
R46784_T49154_19,2026-01-21T19:59:56Z,A38A,EUR,1756,REVERSAL,T49154_19,POSTED
R49196_T62995_15,2026-02-08T08:27:20Z,A98F,GBP,-218,REVERSAL,T62995_15,POSTED
T91470_11,2026-02-05T17:41:49Z,A98F,EUR,-6990,ADJUSTMENT,,VOID
T58961_10,2026-02-01T03:36:56Z,A87D,GBP,14820,PAYMENT,,VOID
T74401_20,2026-01-23T23:14:23Z,A38A,EUR,-1670,REFUND,,POSTED
T19319_26,2026-02-01T14:45:36Z,A98F,JPY,-185,CHARGE,,POSTED
R43181_T36054_3,2026-02-09T17:49:58Z,A98F,EUR,1540,REVERSAL,T36054_3,POSTED
T19319_26,2026-02-01T12:24:36Z,A98F,JPY,-1217,CHARGE,,POSTED
T49154_19,2026-01-16T20:46:05Z,A87D,JPY,-21279,PAYMENT,,POSTED
T30881_23,2026-01-17T20:44:22Z,A86B,EUR,-2237,PAYMENT,,POSTED
T30881_23,2026-01-16T09:01:22Z,A86B,EUR,-581,PAYMENT,,VOID
T36054_3,2026-01-18T05:22:45Z,A84H,USD,-740,ADJUSTMENT,,POSTED
T35753_7,2026-01-18T04:12:18Z,A86B,JPY,8845,REFUND,,POSTED
T56692_16,2026-01-24T00:55:14Z,A98F,USD,-19980,ADJUSTMENT,,POSTED
R72681_MISSING,2026-01-23T20:00:00Z,A86B,GBP,-2735,REVERSAL,T_MISSING_167,POSTED
T51945_22,2026-01-18T08:29:52Z,A43C,GBP,7780,ADJUSTMENT,,POSTED
T64397_25,2026-01-28T09:53:07Z,A84H,EUR,9070,REFUND,,POSTED
R49174_T50815_2_DUP,2026-02-09T18:31:26Z,A87D,JPY,-3003,REVERSAL,T50815_2,POSTED
T92054_17,2026-02-08T01:48:28Z,A87D,EUR,5070,REFUND,,POSTED
T50268_6,2026-02-04T06:05:00Z,A98F,JPY,3081,CHARGE,,VOID
T64616_9,2026-02-05T07:29:07Z,A98F,EUR,740,PAYMENT,,POSTED
T56908_4,2026-01-29T17:21:28Z,A38A,EUR,15630,ADJUSTMENT,,POSTED
T27327_14,2026-02-04T20:22:02Z,A10E,USD,24530,ADJUSTMENT,,POSTED
R30804_T42289_5,2026-01-26T16:18:29Z,A10E,JPY,3612,REVERSAL,T42289_5,POSTED
T42289_5,2026-02-09T13:01:10Z,A98F,GBP,-23830,PAYMENT,,POSTED
T62995_15,2026-01-22T08:46:43Z,A38A,JPY,5668,PAYMENT,,POSTED
T58573_0,2026-02-08T20:51:05Z,A84H,EUR,-14040,PAYMENT,,POSTED
