txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T38498_17,2026-01-26T19:38:52Z,A65D,JPY,6945,REFUND,,VOID
T38498_17,2026-01-26T22:28:52Z,A65D,JPY,8521,REFUND,,VOID
T17769_18,2026-02-04T08:02:38Z,A66I,EUR,7280,CHARGE,,POSTED
R31706_MISSING,2026-02-13T14:00:00Z,A86H,EUR,-3634,REVERSAL,T_MISSING_771,POSTED
T36233_16,2026-02-15T15:26:11Z,A56A,EUR,22150,PAYMENT,,VOID
T24593_28,2026-01-23T06:38:17Z,A77F,JPY,7432,REFUND,,POSTED
T74249_15,2026-02-05T14:27:06Z,A22E,EUR,2430,PAYMENT,,POSTED
T78589_23,2026-02-12T13:36:28Z,A66I,GBP,-1150,PAYMENT,,POSTED
T77992_29,2026-02-06T06:33:25Z,A54J,EUR,-1370,CHARGE,,POSTED
T99761_30,2026-02-11T15:29:18Z,A65D,EUR,-22050,ADJUSTMENT,,POSTED
T13155_32,2026-01-22T20:14:20Z,A52B,USD,15303,CHARGE,,POSTED
T33875_4,2026-02-10T14:43:17Z,A54J,JPY,-19447,REFUND,,POSTED
T13485_6,2026-02-11T20:16:15Z,A48G,JPY,-13103,CHARGE,,VOID
T95575_8,2026-01-24T19:57:53Z,A65D,GBP,9440,CHARGE,,POSTED
T34603_11,2026-02-12T08:19:10Z,A65D,GBP,-11780,REFUND,,POSTED
T56198_0,2026-02-01T00:36:42Z,A54J,EUR,1720,ADJUSTMENT,,POSTED
T13485_6,2026-02-12T20:02:15Z,A48G,JPY,-14950,CHARGE,,POSTED
T44953_26,2026-02-06T20:47:10Z,A22E,USD,7970,ADJUSTMENT,,VOID
T13155_32,2026-01-22T18:13:20Z,A52B,USD,15630,CHARGE,,VOID
R78908_T18473_5,2026-01-24T14:46:05Z,A52B,JPY,-4721,REVERSAL,T18473_5,POSTED
T31216_19,2026-01-28T09:18:51Z,A54J,USD,12070,ADJUSTMENT,,VOID
T49769_9,2026-02-10T06:19:28Z,A65D,GBP,-18820,CHARGE,,POSTED
T31216_19,2026-01-29T21:34:51Z,A54J,USD,16368,ADJUSTMENT,,VOID
T29137_13,2026-02-15T07:17:01Z,A73C,USD,4200,REFUND,,POSTED
T71482_25,2026-01-26T13:27:04Z,A52B,GBP,13450,ADJUSTMENT,,POSTED
T17614_31,2026-02-05T05:30:02Z,A65D,USD,-13660,CHARGE,,POSTED
T79379_27,2026-01-27T19:52:16Z,A56A,GBP,5930,PAYMENT,,POSTED
R45625_T99761_30,2026-02-11T04:10:39Z,A65D,EUR,203,REVERSAL,T99761_30,POSTED
R66444_T74249_15,2026-02-15T14:12:56Z,A65D,GBP,-4583,REVERSAL,T74249_15,POSTED
T83512_10,2026-02-06T14:38:47Z,A73C,USD,-8950,REFUND,,POSTED
R55821_MISSING,2026-02-15T23:00:00Z,A22E,GBP,-1519,REVERSAL,T_MISSING_639,POSTED
T44361_20,2026-01-27T19:05:24Z,A22E,GBP,24980,REFUND,,POSTED
R99720_T47850_22,2026-02-06T02:16:18Z,A22E,GBP,-840,REVERSAL,T47850_22,POSTED
T18473_5,2026-01-28T00:23:19Z,A22E,JPY,15959,CHARGE,,POSTED
T47850_22,2026-02-09T22:54:35Z,A66I,JPY,-8803,CHARGE,,POSTED
T19247_3,2026-02-02T01:46:53Z,A77F,EUR,21620,PAYMENT,,POSTED
T24593_28,2026-01-23T04:02:17Z,A77F,JPY,6823,REFUND,,POSTED
T77992_29,2026-02-06T18:33:25Z,A54J,EUR,-1325,CHARGE,,POSTED
T34226_14,2026-02-10T08:58:32Z,A52B,JPY,23497,ADJUSTMENT,,POSTED
R21225_T36233_16,2026-02-13T17:13:44Z,A22E,JPY,-1223,REVERSAL,T36233_16,POSTED
T47059_12,2026-01-27T21:33:14Z,A86H,GBP,-5710,PAYMENT,,VOID
R80830_MISSING,2026-01-29T18:00:00Z,A73C,USD,3806,REVERSAL,T_MISSING_665,POSTED
T37427_7,2026-01-25T23:56:17Z,A54J,EUR,13330,ADJUSTMENT,,POSTED
T60093_2,2026-01-31T05:24:57Z,A22E,USD,2740,REFUND,,POSTED
T82391_33,2026-02-07T00:54:59Z,A56A,USD,18580,REFUND,,POSTED
T32545_24,2026-01-25T11:35:54Z,A73C,USD,14820,REFUND,,POSTED
R92716_T47059_12,2026-01-23T07:50:45Z,A86H,JPY,1090,REVERSAL,T47059_12,POSTED
T73276_21,2026-01-22T10:47:58Z,A77F,USD,-10750,PAYMENT,,POSTED
T52155_1,2026-01-29T23:12:01Z,A54J,EUR,3340,REFUND,,POSTED
