txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T59094_13,2026-02-20T09:53:29Z,A40A,EUR,2760,ADJUSTMENT,,POSTED
R89151_MISSING,2026-03-08T19:00:00Z,A31B,JPY,-387,REVERSAL,T_MISSING_726,POSTED
T32357_5,2026-03-04T21:04:56Z,A30K,USD,6180,ADJUSTMENT,,POSTED
R11179_T92275_16,2026-02-18T18:57:40Z,A13C,JPY,2638,REVERSAL,T92275_16,POSTED
R64696_T81544_1,2026-02-23T15:26:10Z,A13C,EUR,-3588,REVERSAL,T81544_1,POSTED
T38098_12,2026-03-11T22:07:23Z,A34J,EUR,-1300,REFUND,,POSTED
T82636_23,2026-03-07T07:48:21Z,A28G,GBP,-11830,REFUND,,POSTED
T87315_30,2026-02-17T04:44:44Z,A40A,GBP,17930,CHARGE,,POSTED
T59297_0,2026-02-23T10:24:03Z,A15D,GBP,5561,CHARGE,,POSTED
R63069_T48350_17,2026-03-09T01:30:54Z,A31B,EUR,-4196,REVERSAL,T48350_17,POSTED
T29100_9,2026-03-08T09:45:18Z,A13C,EUR,20099,PAYMENT,,POSTED
T46442_25,2026-02-23T23:42:56Z,A30K,JPY,-24299,PAYMENT,,POSTED
T30035_15,2026-03-01T08:42:11Z,A40A,USD,-850,PAYMENT,,POSTED
T51715_6,2026-03-05T17:01:45Z,A31H,GBP,230,REFUND,,POSTED
R13181_T66969_28,2026-02-26T12:37:12Z,A79F,USD,-4831,REVERSAL,T66969_28,POSTED
T46442_25,2026-02-22T11:14:56Z,A30K,JPY,-22100,PAYMENT,,POSTED
R65446_T82636_23,2026-02-28T18:53:45Z,A40A,GBP,-1997,REVERSAL,T82636_23,POSTED
T53104_20,2026-02-16T19:39:37Z,A73E,JPY,13826,REFUND,,POSTED
T66754_2,2026-03-01T09:23:01Z,A15D,JPY,595,REFUND,,VOID
T29300_29,2026-02-20T06:07:42Z,A28G,EUR,24650,PAYMENT,,POSTED
T46442_25,2026-02-20T11:19:56Z,A30K,JPY,-26643,PAYMENT,,POSTED
R16691_T87315_30_DUP,2026-03-11T10:37:07Z,A40A,JPY,-822,REVERSAL,T87315_30,POSTED
T48350_17,2026-02-15T17:55:12Z,A31B,JPY,2644,ADJUSTMENT,,POSTED
T93799_18,2026-02-20T19:02:58Z,A15D,JPY,14883,REFUND,,POSTED
T92275_16,2026-03-03T16:42:45Z,A34J,GBP,8870,PAYMENT,,POSTED
R20326_MISSING,2026-02-20T16:00:00Z,A34J,USD,3188,REVERSAL,T_MISSING_543,POSTED
R74924_T21056_3,2026-02-18T16:39:52Z,A34J,EUR,-1568,REVERSAL,T21056_3,POSTED
T29100_9,2026-03-08T12:30:18Z,A13C,EUR,17190,PAYMENT,,POSTED
R80693_T92275_16_DUP,2026-02-20T05:57:40Z,A13C,GBP,-1435,REVERSAL,T92275_16,POSTED
R11260_T46442_25,2026-02-20T18:46:58Z,A28G,JPY,-1745,REVERSAL,T46442_25,POSTED
R14294_T38098_12,2026-02-20T20:27:17Z,A30K,JPY,3864,REVERSAL,T38098_12,POSTED
T15062_14,2026-02-22T02:06:43Z,A13C,GBP,-17870,CHARGE,,POSTED
T94575_26,2026-03-07T22:43:15Z,A13C,EUR,6580,CHARGE,,POSTED
T15062_14,2026-02-21T23:29:43Z,A13C,GBP,-21845,CHARGE,,POSTED
T61147_24,2026-03-05T13:22:11Z,A13C,EUR,-20800,CHARGE,,POSTED
T68919_21,2026-02-23T02:59:10Z,A79F,EUR,23130,ADJUSTMENT,,POSTED
T90265_19,2026-03-04T07:26:27Z,A34J,JPY,-13604,PAYMENT,,POSTED
T32272_27,2026-02-19T13:26:34Z,A13C,GBP,-1700,CHARGE,,POSTED
T21056_3,2026-03-07T07:43:02Z,A42I,GBP,-9530,PAYMENT,,POSTED
R79765_T87315_30,2026-03-10T08:37:07Z,A40A,GBP,-3925,REVERSAL,T87315_30,POSTED
T57923_7,2026-03-10T03:47:07Z,A79F,GBP,18670,PAYMENT,,POSTED
T58761_10,2026-02-22T02:52:51Z,A13C,JPY,-21650,ADJUSTMENT,,POSTED
T59297_0,2026-02-23T13:15:03Z,A15D,GBP,2180,CHARGE,,POSTED
R85427_T57923_7_DUP,2026-02-26T16:24:56Z,A79F,EUR,-2723,REVERSAL,T57923_7,POSTED
T94414_4,2026-02-25T12:07:00Z,A31H,GBP,19870,CHARGE,,POSTED
R77866_MISSING,2026-03-10T01:00:00Z,A31B,JPY,2166,REVERSAL,T_MISSING_475,POSTED
R19978_T57923_7,2026-02-26T07:24:56Z,A40A,USD,2653,REVERSAL,T57923_7,POSTED
T52750_11,2026-02-25T16:22:55Z,A34J,GBP,10850,REFUND,,POSTED
T77105_8,2026-03-06T16:19:29Z,A31H,USD,-5560,PAYMENT,,POSTED
R14336_T21056_3_DUP,2026-02-19T12:39:52Z,A31H,EUR,1261,REVERSAL,T21056_3,POSTED
T93799_18,2026-02-21T18:41:58Z,A15D,JPY,16324,REFUND,,POSTED
T88892_22,2026-03-01T02:10:22Z,A15D,GBP,4700,CHARGE,,POSTED
T81544_1,2026-03-05T20:50:33Z,A42I,GBP,-4990,CHARGE,,POSTED
T66969_28,2026-02-27T02:37:23Z,A31H,GBP,-24090,ADJUSTMENT,,POSTED
