txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R86387_T53495_7,2026-02-04T00:28:04Z,A15H,GBP,-1179,REVERSAL,T53495_7,POSTED
R35089_T32812_22_DUP,2026-01-29T15:19:39Z,A61L,GBP,2051,REVERSAL,T32812_22,POSTED
T20580_4,2026-02-11T04:30:05Z,A76K,USD,-1010,PAYMENT,,POSTED
T73706_6,2026-02-09T18:50:39Z,A44F,USD,11320,CHARGE,,POSTED
T23060_14,2026-02-03T22:18:23Z,A69D,USD,-19467,ADJUSTMENT,,POSTED
T65391_10,2026-02-02T13:09:59Z,A69D,JPY,-22391,CHARGE,,POSTED
T25913_1,2026-02-22T00:42:26Z,A69D,EUR,-8270,REFUND,,POSTED
T74123_8,2026-02-18T14:17:59Z,A15H,GBP,8040,CHARGE,,POSTED
T20580_4,2026-02-11T09:00:05Z,A76K,USD,-1892,PAYMENT,,VOID
T64179_12,2026-01-27T23:41:58Z,A84I,USD,-8365,REFUND,,POSTED
T14155_20,2026-02-04T11:21:25Z,A77A,USD,-6970,CHARGE,,VOID
T18808_15,2026-02-08T00:48:04Z,A44F,JPY,-12729,ADJUSTMENT,,POSTED
R16664_T42995_13,2026-02-12T12:31:58Z,A26E,JPY,-2316,REVERSAL,T42995_13,POSTED
R88002_T42995_13_DUP,2026-02-12T21:31:58Z,A61L,GBP,-3145,REVERSAL,T42995_13,POSTED
T20580_4,2026-02-11T09:11:05Z,A76K,USD,-4597,PAYMENT,,VOID
R64667_T14155_20,2026-02-02T10:22:48Z,A26E,EUR,6,REVERSAL,T14155_20,POSTED
T54325_21,2026-02-20T09:36:27Z,A15H,JPY,1914,PAYMENT,,POSTED
R68849_T40239_2,2026-02-17T11:00:24Z,A36J,GBP,-2454,REVERSAL,T40239_2,POSTED
T20580_4,2026-02-11T06:03:05Z,A76K,USD,-1238,PAYMENT,,VOID
T78619_25,2026-02-06T23:32:41Z,A84I,EUR,15070,PAYMENT,,POSTED
T13961_27,2026-02-12T07:46:43Z,A69D,GBP,12810,PAYMENT,,POSTED
T18579_5,2026-02-01T07:45:39Z,A69D,EUR,-17590,PAYMENT,,POSTED
T56450_24,2026-02-08T07:59:16Z,A62B,JPY,18635,CHARGE,,POSTED
T32812_22,2026-02-04T12:45:26Z,A30C,JPY,13807,ADJUSTMENT,,POSTED
T19873_29,2026-02-08T01:38:34Z,A84I,GBP,-7400,ADJUSTMENT,,POSTED
R82650_T32812_22,2026-01-28T04:19:39Z,A15H,USD,-2677,REVERSAL,T32812_22,POSTED
T15801_18,2026-02-17T17:43:50Z,A30C,GBP,-1210,ADJUSTMENT,,POSTED
T71755_23,2026-02-07T07:54:01Z,A76G,JPY,-15216,CHARGE,,POSTED
T40239_2,2026-02-01T15:01:17Z,A77A,USD,8320,REFUND,,POSTED
T46615_11,2026-02-14T03:28:57Z,A76G,JPY,7856,CHARGE,,POSTED
T15147_9,2026-02-03T10:59:23Z,A61L,USD,15300,CHARGE,,POSTED
T53495_7,2026-01-29T18:32:47Z,A30C,USD,9662,PAYMENT,,VOID
T71755_23,2026-02-07T05:07:01Z,A76G,JPY,-10250,CHARGE,,POSTED
T18808_15,2026-02-10T00:40:04Z,A44F,JPY,-15105,ADJUSTMENT,,POSTED
T67648_31,2026-02-20T19:50:33Z,A26E,EUR,-16010,ADJUSTMENT,,VOID
R23118_T23060_14,2026-01-30T06:02:20Z,A30C,GBP,-942,REVERSAL,T23060_14,POSTED
R82161_MISSING,2026-02-13T05:00:00Z,A30C,GBP,-1487,REVERSAL,T_MISSING_253,POSTED
T35172_19,2026-02-05T11:06:19Z,A26E,GBP,19730,ADJUSTMENT,,POSTED
T42995_13,2026-02-14T14:52:37Z,A62B,GBP,-13270,PAYMENT,,POSTED
T27845_0,2026-02-03T16:04:54Z,A61L,GBP,22590,CHARGE,,VOID
T20580_4,2026-02-11T06:54:05Z,A76K,USD,-5675,PAYMENT,,VOID
T53495_7,2026-01-29T16:29:47Z,A30C,USD,7980,PAYMENT,,POSTED
T45221_17,2026-02-17T14:21:00Z,A30C,JPY,-2533,CHARGE,,POSTED
T29028_30,2026-02-20T10:53:14Z,A76G,JPY,-18731,PAYMENT,,VOID
T64179_12,2026-01-28T23:22:58Z,A84I,USD,-12660,REFUND,,POSTED
T23060_14,2026-02-05T21:52:23Z,A69D,USD,-21520,ADJUSTMENT,,POSTED
R43347_MISSING,2026-02-04T18:00:00Z,A26E,GBP,-2489,REVERSAL,T_MISSING_901,POSTED
T24743_26,2026-02-03T05:17:55Z,A15H,USD,-20240,CHARGE,,POSTED
T11883_16,2026-02-05T10:51:24Z,A61L,EUR,21320,PAYMENT,,POSTED
T72384_3,2026-02-02T12:13:11Z,A76K,JPY,7936,CHARGE,,POSTED
T90697_28,2026-02-01T09:05:50Z,A76K,EUR,9960,CHARGE,,POSTED
