txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T95806_31,2026-01-19T02:46:59Z,A63E,EUR,22330,CHARGE,,POSTED
T65941_39,2026-01-09T23:52:37Z,A63E,USD,-5680,CHARGE,,POSTED
T19210_5,2026-01-25T05:22:08Z,A13B,GBP,-623,CHARGE,,POSTED
T17157_14,2026-01-15T19:44:57Z,A72D,EUR,10300,ADJUSTMENT,,POSTED
T68119_11,2026-01-08T09:13:02Z,A65A,GBP,-1421,ADJUSTMENT,,POSTED
T47686_38,2026-01-15T21:45:45Z,A13B,EUR,-16360,PAYMENT,,VOID
R67810_T86307_35,2026-01-21T14:19:58Z,A63E,USD,-4681,REVERSAL,T86307_35,POSTED
T35728_3,2026-01-05T01:57:55Z,A49C,USD,17550,CHARGE,,POSTED
R72525_T18396_25_DUP,2026-01-30T10:22:48Z,A72D,EUR,4644,REVERSAL,T18396_25,POSTED
T88399_27,2026-01-19T21:56:42Z,A49C,GBP,-12450,PAYMENT,,POSTED
T86307_35,2026-01-27T06:45:03Z,A13B,USD,-4100,ADJUSTMENT,,POSTED
T93487_42,2026-01-11T15:50:49Z,A49C,GBP,23940,CHARGE,,POSTED
T55036_24,2026-01-11T01:29:27Z,A49C,USD,9260,ADJUSTMENT,,POSTED
T77735_34,2026-01-09T10:50:42Z,A72D,GBP,410,REFUND,,POSTED
T88399_27,2026-01-17T22:19:42Z,A49C,GBP,-8839,PAYMENT,,POSTED
T13425_7,2026-01-09T12:35:08Z,A63E,GBP,-3300,REFUND,,POSTED
R40030_MISSING,2026-01-23T21:00:00Z,A63E,USD,-2179,REVERSAL,T_MISSING_312,POSTED
T58817_37,2026-01-08T05:26:46Z,A49C,JPY,-19063,CHARGE,,POSTED
T12042_28,2026-01-12T21:28:39Z,A65A,JPY,-18339,REFUND,,POSTED
T40513_4,2026-01-06T05:58:04Z,A65A,JPY,23095,CHARGE,,POSTED
T88399_27,2026-01-20T10:36:42Z,A49C,GBP,-18516,PAYMENT,,POSTED
T40786_40,2026-01-20T22:40:40Z,A72D,EUR,-24230,REFUND,,POSTED
T92821_33,2026-01-11T12:58:01Z,A65A,GBP,9310,PAYMENT,,POSTED
