txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T67173_35,2026-01-27T20:14:44Z,A22C,JPY,16610,PAYMENT,,POSTED
T44697_6,2026-01-14T15:55:04Z,A25H,EUR,1710,PAYMENT,,POSTED
T43281_18,2026-01-16T12:02:44Z,A93A,USD,-22840,CHARGE,,POSTED
T83065_10,2026-01-30T11:02:21Z,A58J,JPY,-22865,ADJUSTMENT,,POSTED
T57015_36,2026-01-18T17:49:38Z,A58J,JPY,11672,CHARGE,,POSTED
T60404_9,2026-01-12T10:41:27Z,A58J,EUR,12150,REFUND,,POSTED
T30830_11,2026-01-25T01:54:35Z,A93A,EUR,22740,ADJUSTMENT,,POSTED
T51448_21,2026-01-12T20:15:44Z,A95D,GBP,7050,CHARGE,,POSTED
R41049_T60731_28,2026-01-13T03:34:24Z,A93A,GBP,1016,REVERSAL,T60731_28,POSTED
R32178_T12785_1,2026-01-26T16:40:49Z,A58J,GBP,-1264,REVERSAL,T12785_1,POSTED
T94060_40,2026-01-18T14:20:24Z,A22E,GBP,13110,PAYMENT,,POSTED
R70858_T43281_18,2026-01-15T14:03:25Z,A25H,EUR,-653,REVERSAL,T43281_18,POSTED
T48518_13,2026-01-21T21:25:19Z,A68B,USD,2860,CHARGE,,POSTED
T80818_2,2026-01-24T09:53:03Z,A40G,JPY,-3450,REFUND,,POSTED
T12785_1,2026-01-25T08:10:31Z,A29I,USD,-4830,ADJUSTMENT,,VOID
T43611_24,2026-01-18T19:08:30Z,A40G,EUR,-22820,PAYMENT,,POSTED
R58958_MISSING,2026-01-26T09:00:00Z,A19F,GBP,-1031,REVERSAL,T_MISSING_144,POSTED
R78954_T99844_5,2026-01-18T06:38:20Z,A72K,USD,-2152,REVERSAL,T99844_5,POSTED
T94849_14,2026-01-26T01:47:12Z,A58J,GBP,-800,PAYMENT,,POSTED
T40195_22,2026-01-25T10:55:02Z,A58J,EUR,-11420,CHARGE,,POSTED
T62788_39,2026-01-21T15:06:40Z,A29I,JPY,-24537,CHARGE,,POSTED
R22185_T32410_33,2026-01-09T12:11:30Z,A93A,EUR,857,REVERSAL,T32410_33,POSTED
T99844_5,2026-01-10T01:34:24Z,A22E,JPY,-21915,REFUND,,POSTED
T81229_23,2026-01-28T22:55:33Z,A58J,GBP,15660,CHARGE,,POSTED
T28168_17,2026-02-02T23:49:36Z,A22C,USD,-17670,CHARGE,,POSTED
T76166_3,2026-01-16T05:25:04Z,A29I,GBP,-16220,CHARGE,,POSTED
T52423_34,2026-01-30T16:57:49Z,A22C,JPY,8730,CHARGE,,POSTED
T35836_25,2026-01-21T19:58:03Z,A40G,USD,19150,PAYMENT,,POSTED
T54347_0,2026-01-28T05:47:34Z,A25H,JPY,24951,REFUND,,POSTED
T73190_31,2026-01-22T05:39:30Z,A29I,JPY,3532,ADJUSTMENT,,POSTED
T12336_38,2026-01-10T10:13:22Z,A40G,GBP,-23940,PAYMENT,,POSTED
T74416_15,2026-01-10T21:24:51Z,A95D,GBP,7770,PAYMENT,,POSTED
T84612_41,2026-01-14T10:17:35Z,A22C,GBP,-12160,REFUND,,POSTED
T42161_29,2026-01-09T09:19:42Z,A93A,GBP,-20010,PAYMENT,,POSTED
T35836_25,2026-01-21T22:18:03Z,A40G,USD,22881,PAYMENT,,POSTED
R46951_MISSING,2026-01-13T13:00:00Z,A40G,JPY,-1627,REVERSAL,T_MISSING_296,POSTED
T60731_28,2026-01-29T06:18:37Z,A68B,GBP,6610,PAYMENT,,POSTED
T71919_37,2026-01-29T17:29:51Z,A22E,USD,-23720,REFUND,,POSTED
T98841_16,2026-01-17T11:51:13Z,A58J,USD,-6870,PAYMENT,,POSTED
T12336_38,2026-01-08T10:30:22Z,A40G,GBP,-27327,PAYMENT,,POSTED
T77404_27,2026-01-21T13:54:37Z,A22E,GBP,16420,CHARGE,,POSTED
T74416_15,2026-01-09T21:45:51Z,A95D,GBP,6761,PAYMENT,,POSTED
T23417_12,2026-01-30T13:48:50Z,A19F,USD,-22390,ADJUSTMENT,,POSTED
T32410_33,2026-01-31T17:07:28Z,A25H,JPY,18103,ADJUSTMENT,,POSTED
T27922_32,2026-01-23T08:04:43Z,A19F,EUR,-15910,ADJUSTMENT,,POSTED
T30404_26,2026-01-26T05:54:03Z,A40G,JPY,4963,CHARGE,,POSTED
T52853_4,2026-01-30T19:23:00Z,A19F,EUR,23740,ADJUSTMENT,,POSTED
T38270_20,2026-02-02T01:10:36Z,A72K,EUR,15272,PAYMENT,,POSTED
R25510_MISSING,2026-01-13T20:00:00Z,A22C,USD,-1488,REVERSAL,T_MISSING_646,POSTED
T92002_19,2026-01-21T22:20:59Z,A25H,EUR,-12150,PAYMENT,,POSTED
R98318_T98841_16_DUP,2026-01-25T18:20:26Z,A95D,JPY,-1436,REVERSAL,T98841_16,POSTED
R12369_T98841_16,2026-01-25T11:20:26Z,A40G,EUR,1068,REVERSAL,T98841_16,POSTED
R33456_T27707_8,2026-01-29T19:46:47Z,A93A,USD,4803,REVERSAL,T27707_8,POSTED
T27707_8,2026-01-23T15:38:48Z,A40G,EUR,-16780,REFUND,,VOID
T53836_7,2026-01-12T00:14:55Z,A68B,EUR,14626,REFUND,,POSTED
R37720_T51448_21,2026-01-16T08:18:10Z,A95D,USD,2561,REVERSAL,T51448_21,POSTED
T38270_20,2026-02-02T03:55:36Z,A72K,EUR,19110,PAYMENT,,POSTED
