date,currency,usd_per_unit
2026-02-05,EUR,1.038044
2026-02-08,EUR,0.977206
2026-02-11,EUR,1.044004
2026-02-12,EUR,1.051160
2026-02-15,EUR,0.972698
2026-02-16,EUR,1.049294
2026-02-19,EUR,1.048173
2026-02-24,EUR,1.000752
2026-02-25,EUR,1.085216
2026-02-02,GBP,1.241478
2026-02-04,GBP,1.381887
2026-02-11,GBP,1.254686
2026-02-14,GBP,1.224061
2026-02-15,GBP,1.345908
2026-02-16,GBP,1.342714
2026-02-19,GBP,1.364626
2026-02-24,GBP,1.325569
2026-02-05,JPY,0.006315
2026-02-06,JPY,0.006446
2026-02-07,JPY,0.008121
2026-02-14,JPY,0.010100
2026-02-15,JPY,0.008332
2026-02-18,JPY,0.009910
2026-02-25,JPY,0.007145
2026-02-08,USD,1.000000
2026-02-09,USD,1.000000
2026-02-10,USD,1.000000
2026-02-19,USD,1.000000
2026-02-20,USD,1.000000
2026-02-22,USD,1.000000
2026-02-23,USD,1.000000
2026-02-24,USD,1.000000
