txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
T22863_19,2026-02-02T17:55:47Z,A55E,GBP,4890,REFUND,,POSTED
T36423_1,2026-02-05T18:00:27Z,A74A,USD,8420,ADJUSTMENT,,POSTED
T76926_24,2026-02-20T08:50:47Z,A23C,GBP,5310,CHARGE,,VOID
R91698_T44517_15,2026-02-04T01:46:34Z,A55E,JPY,4271,REVERSAL,T44517_15,POSTED
T44517_15,2026-02-11T23:43:33Z,A55E,JPY,22232,ADJUSTMENT,,POSTED
T66759_22,2026-02-03T04:57:20Z,A23C,USD,23380,ADJUSTMENT,,POSTED
T78536_13,2026-02-14T18:45:02Z,A74B,EUR,2599,CHARGE,,VOID
T41225_21,2026-02-13T08:00:23Z,A74B,JPY,-21325,CHARGE,,POSTED
T87848_4,2026-02-18T17:21:17Z,A44D,GBP,18635,CHARGE,,POSTED
R60896_T44517_15_DUP,2026-02-05T15:46:34Z,A44D,JPY,1803,REVERSAL,T44517_15,POSTED
T75162_5,2026-02-23T10:49:27Z,A74A,EUR,-23210,ADJUSTMENT,,POSTED
T74607_14,2026-02-15T04:03:16Z,A23C,USD,-3490,ADJUSTMENT,,POSTED
T73572_2,2026-02-05T02:47:18Z,A44D,JPY,24811,CHARGE,,POSTED
T41225_21,2026-02-12T08:27:23Z,A74B,JPY,-21894,CHARGE,,POSTED
T54182_12,2026-02-18T02:47:40Z,A44D,GBP,4780,CHARGE,,POSTED
R93185_T24941_8,2026-02-07T00:57:29Z,A74B,JPY,-2939,REVERSAL,T24941_8,POSTED
R73636_T44583_20,2026-02-16T22:22:09Z,A74A,EUR,4042,REVERSAL,T44583_20,POSTED
T77764_23,2026-02-05T11:11:32Z,A44D,GBP,-10490,PAYMENT,,POSTED
T87848_4,2026-02-18T20:19:17Z,A44D,GBP,19930,CHARGE,,POSTED
R48442_T35539_3_DUP,2026-01-31T17:12:51Z,A55E,USD,2521,REVERSAL,T35539_3,POSTED
T60910_16,2026-02-18T16:18:12Z,A74A,GBP,18160,PAYMENT,,POSTED
T24941_8,2026-02-02T13:10:50Z,A23C,EUR,9808,CHARGE,,VOID
R58456_T60910_16,2026-02-21T05:53:43Z,A23C,JPY,-1930,REVERSAL,T60910_16,POSTED
T46671_18,2026-02-17T21:25:40Z,A44D,JPY,416,REFUND,,POSTED
R36841_T78536_13,2026-02-16T08:29:34Z,A23C,EUR,3391,REVERSAL,T78536_13,POSTED
R82772_T88789_17_DUP,2026-02-16T16:42:28Z,A44D,EUR,1462,REVERSAL,T88789_17,POSTED
R62332_T88789_17,2026-02-16T02:42:28Z,A74B,EUR,-3611,REVERSAL,T88789_17,POSTED
R90531_MISSING,2026-02-06T12:00:00Z,A74B,EUR,1739,REVERSAL,T_MISSING_470,POSTED
R55437_T60910_16_DUP,2026-02-21T18:53:43Z,A74B,GBP,-4845,REVERSAL,T60910_16,POSTED
T41225_21,2026-02-13T05:25:23Z,A74B,JPY,-20238,CHARGE,,POSTED
T41225_21,2026-02-13T20:27:23Z,A74B,JPY,-16733,CHARGE,,POSTED
T34621_11,2026-02-21T23:14:17Z,A74A,USD,-7570,PAYMENT,,POSTED
R37298_T79714_6,2026-02-17T09:23:43Z,A23C,USD,477,REVERSAL,T79714_6,POSTED
T24941_8,2026-02-04T13:10:50Z,A23C,EUR,13980,CHARGE,,POSTED
T44583_20,2026-02-11T03:01:01Z,A74B,USD,-12940,PAYMENT,,VOID
T79714_6,2026-02-10T18:16:54Z,A23C,GBP,18880,PAYMENT,,VOID
T79424_0,2026-02-15T19:10:14Z,A74A,EUR,-15150,ADJUSTMENT,,POSTED
T88789_17,2026-02-18T19:05:22Z,A74B,GBP,-12550,CHARGE,,POSTED
T45022_7,2026-02-14T07:22:04Z,A44D,GBP,1333,PAYMENT,,POSTED
T35539_3,2026-02-14T11:01:14Z,A74A,EUR,7620,REFUND,,POSTED
R84847_T35539_3,2026-01-31T04:12:51Z,A23C,EUR,1547,REVERSAL,T35539_3,POSTED
T79714_6,2026-02-08T17:48:54Z,A23C,GBP,15230,PAYMENT,,POSTED
R70695_T79424_0,2026-02-20T17:33:00Z,A55E,GBP,1505,REVERSAL,T79424_0,POSTED
T45022_7,2026-02-14T05:22:04Z,A44D,GBP,640,PAYMENT,,POSTED
R43654_MISSING,2026-02-07T04:00:00Z,A23C,JPY,403,REVERSAL,T_MISSING_911,POSTED
T48118_9,2026-02-19T19:35:43Z,A74B,USD,9560,REFUND,,POSTED
T79714_6,2026-02-09T06:13:54Z,A23C,GBP,17319,PAYMENT,,POSTED
T78536_13,2026-02-13T06:39:02Z,A74B,EUR,660,CHARGE,,VOID
T71878_10,2026-02-03T01:37:58Z,A55E,EUR,-15730,ADJUSTMENT,,POSTED
T66010_25,2026-02-16T01:03:00Z,A23C,USD,-9260,REFUND,,POSTED
