txn_id,posted_at,account_id,currency,amount_minor,type,ref_txn_id,status
R27117_T31980_14,2026-03-28T00:32:11Z,A49E,JPY,-3662,REVERSAL,T31980_14,POSTED
T96347_6,2026-03-29T16:08:39Z,A98F,GBP,15300,ADJUSTMENT,,VOID
T47189_5,2026-03-23T09:53:51Z,A44D,JPY,9992,ADJUSTMENT,,POSTED
T51451_9,2026-03-28T17:58:33Z,A12I,EUR,-16310,PAYMENT,,POSTED
R79710_T69391_21,2026-03-17T01:57:52Z,A98F,GBP,606,REVERSAL,T69391_21,POSTED
R77310_T82813_22,2026-04-02T11:36:44Z,A51H,JPY,-3570,REVERSAL,T82813_22,POSTED
T11102_12,2026-03-12T14:08:44Z,A51H,EUR,930,REFUND,,POSTED
R76849_T69696_11,2026-03-30T07:54:33Z,A65A,JPY,2407,REVERSAL,T69696_11,POSTED
T53251_0,2026-03-24T07:18:14Z,A24G,EUR,-20230,PAYMENT,,POSTED
T42327_16,2026-03-12T05:45:44Z,A49E,EUR,6480,ADJUSTMENT,,VOID
R52757_MISSING,2026-03-13T07:00:00Z,A12I,GBP,4136,REVERSAL,T_MISSING_258,POSTED
T28567_4,2026-03-13T10:38:02Z,A24G,JPY,-24093,PAYMENT,,VOID
T20204_8,2026-03-28T13:11:37Z,A78B,GBP,-9610,ADJUSTMENT,,POSTED
T63065_2,2026-03-29T21:29:16Z,A51H,EUR,-16240,ADJUSTMENT,,POSTED
R82247_MISSING,2026-04-03T18:00:00Z,A49E,GBP,2007,REVERSAL,T_MISSING_162,POSTED
T20204_8,2026-03-27T13:28:37Z,A78B,GBP,-5252,ADJUSTMENT,,VOID
T43351_13,2026-03-27T17:00:23Z,A98F,GBP,19090,CHARGE,,POSTED
T69391_21,2026-03-25T06:01:49Z,A12I,JPY,-14076,REFUND,,POSTED
T89886_19,2026-03-31T05:47:01Z,A49E,JPY,-6716,REFUND,,VOID
T97954_24,2026-03-29T18:29:36Z,A24G,USD,-11370,PAYMENT,,POSTED
T69696_11,2026-03-29T02:32:46Z,A71C,GBP,-22980,PAYMENT,,POSTED
T41423_1,2026-04-03T11:48:17Z,A98F,EUR,-11410,PAYMENT,,POSTED
R50453_T28567_4,2026-03-21T17:22:46Z,A51H,GBP,2481,REVERSAL,T28567_4,POSTED
T96196_26,2026-03-28T08:05:56Z,A51H,USD,6430,PAYMENT,,VOID
T69493_27,2026-03-25T19:30:58Z,A49E,JPY,-24739,CHARGE,,POSTED
T31980_14,2026-03-27T00:26:24Z,A49E,GBP,-3705,REFUND,,POSTED
T35388_18,2026-03-31T03:29:00Z,A12I,JPY,2954,ADJUSTMENT,,POSTED
T76685_17,2026-04-04T06:45:08Z,A49E,USD,13620,ADJUSTMENT,,POSTED
T11102_12,2026-03-14T02:24:44Z,A51H,EUR,-2192,REFUND,,POSTED
T28567_4,2026-03-13T12:52:02Z,A24G,JPY,-28514,PAYMENT,,VOID
T31980_14,2026-03-27T03:21:24Z,A49E,GBP,620,REFUND,,POSTED
T35388_18,2026-04-01T02:59:00Z,A12I,JPY,4929,ADJUSTMENT,,POSTED
T92611_25,2026-03-25T00:50:29Z,A49E,EUR,3390,PAYMENT,,POSTED
T78265_10,2026-03-17T00:46:36Z,A71C,EUR,5200,PAYMENT,,POSTED
T82813_22,2026-04-02T11:06:33Z,A78B,GBP,-24500,REFUND,,POSTED
T31980_14,2026-03-27T00:21:24Z,A49E,GBP,5407,REFUND,,POSTED
R94298_T20204_8,2026-03-24T12:41:28Z,A49E,GBP,-684,REVERSAL,T20204_8,POSTED
R22669_T69391_21_DUP,2026-03-17T07:57:52Z,A44D,EUR,4502,REVERSAL,T69391_21,POSTED
T14626_15,2026-03-13T21:06:53Z,A44D,USD,-20790,PAYMENT,,POSTED
T78477_23,2026-03-29T09:10:28Z,A51H,GBP,15670,CHARGE,,POSTED
R52398_T11102_12,2026-03-20T23:47:45Z,A98F,EUR,-1243,REVERSAL,T11102_12,POSTED
R46220_T53251_0,2026-03-24T08:44:18Z,A51H,EUR,1662,REVERSAL,T53251_0,POSTED
R26885_T31980_14_DUP,2026-03-28T14:32:11Z,A65A,EUR,-1035,REVERSAL,T31980_14,POSTED
T23699_7,2026-03-31T10:02:49Z,A42J,USD,-20510,CHARGE,,POSTED
R78928_MISSING,2026-03-29T14:00:00Z,A44D,JPY,2241,REVERSAL,T_MISSING_855,POSTED
T19216_20,2026-03-19T21:41:28Z,A71C,GBP,15700,REFUND,,POSTED
T70091_3,2026-03-23T02:55:00Z,A42J,USD,14580,CHARGE,,POSTED
